compound,n_contexts,n_profiles,n_pairs,share,se_empirical,se_predicted,fold
BRD-K61753121,7,32,64,0.050881634102753405,0.016426994888768705,0.10392354040105038,0
BRD-K61776140,13,66,176,0.0774754926450614,0.0064237190494873895,0.06266825279920447,1
BRD-K61776649,6,28,80,0.07897218825892606,0.004988444689143606,0.09295204031967776,0
BRD-K61788733,6,21,30,0.05454090531522591,0.007580634443313938,0.15179004622254605,1
BRD-K61894884,11,540,30305,0.015810093333037605,0.0003349882109310652,0.004775807095062429,0
BRD-K61921568,9,46,131,0.031907303701679525,0.005307542301807622,0.07263873506478,1
BRD-K61952473,6,20,28,0.1062826226893911,0.021922730177204534,0.15711762472374455,0
BRD-K62019457,6,52,250,0.052272253603559,0.005122311743828101,0.052581614428135616,1
BRD-K62019540,9,52,162,0.04763866081624592,0.008803981645478623,0.06532003568221943,0
BRD-K62056344,8,47,193,0.10727047265792962,0.013057213697121022,0.059844641003395496,1
BRD-K62083683,2,11,25,0.12089420701965832,0.035667344767646665,0.1662776646416806,0
BRD-K62169556,13,67,178,0.05951124023149058,0.005985904149756703,0.062315189410583144,1
BRD-K62189562,4,14,21,0.11489712401550722,0.008945528990888227,0.18142380585737705,0
BRD-K62242359,8,35,66,0.08205081520475344,0.02168770960417907,0.10233682828652971,1
BRD-K62283710,8,25,32,0.1575379533457529,0.026730564699426043,0.14697008028499373,0
BRD-K62300190,8,44,143,0.04893188405948236,0.005588126173288618,0.06952418424962198,1
BRD-K62320150,4,14,21,0.14077388719693315,0.009073564646374366,0.18142380585737705,0
BRD-K62346407,2,16,57,0.11501952780464257,0.00755752576940714,0.11012007353755805,1
BRD-K62368279,4,22,74,0.09439580863347835,0.005677919711789494,0.0966469294521601,0
BRD-K62412498,9,44,124,0.0318514071169315,0.005878192288181474,0.07466087544568958,1
BRD-K62459624,14,122,608,0.15212281505407746,0.007679385722285478,0.033717248825597214,0
BRD-K62466453,8,45,133,0.08094202081537594,0.005530980613217136,0.07209051035999475,1
BRD-K62473229,8,64,452,0.054025400676081685,0.0028940020526033185,0.03910521726862958,0
BRD-K62578746,8,44,124,0.03811522544252213,0.005027853339489944,0.07466087544568958,1
BRD-K62659735,9,51,160,0.02753039409431794,0.004741628670359477,0.06572701803516952,0
BRD-K62716919,8,56,199,0.02856729062714407,0.005483345466212552,0.058935555638583256,1
BRD-K62719675,9,51,153,0.03505629172256309,0.0062166824741928944,0.06721376220575295,0
BRD-K62732905,3,12,20,0.10683821525032815,0.006936717801189582,0.1859040806393555,1
BRD-K62732912,4,14,21,0.10671595639599603,0.010727808131201428,0.18142380585737705,0
BRD-K62748479,13,66,170,0.0354028177681487,0.008164059516750978,0.06376457360373668,1
BRD-K62768020,13,63,161,0.030916491995621846,0.004939761969016264,0.06552257891462192,0
BRD-K62818989,9,75,592,0.061597828968403406,0.0027633074379914352,0.03416984959824013,1
BRD-K62854197,2,12,30,0.1550849085630075,0.010117163247042338,0.15179004622254605,0
BRD-K62865272,2,15,49,0.09477880354096191,0.005635703021413856,0.11876976045834328,1
BRD-K62876373,2,11,25,0.17861998681053418,0.031314378788119095,0.1662776646416806,0
BRD-K62902879,8,57,204,0.027665454246013483,0.006082714515421079,0.05820882555410844,1
BRD-K62917576,4,14,21,0.11475865658427108,0.010675769335486118,0.18142380585737705,0
BRD-K62919978,7,31,59,0.03814364693818834,0.00947094936156709,0.10823754040067521,1
BRD-K62957477,3,12,20,0.14269089493374879,0.011109302995628694,0.1859040806393555,0
BRD-K62970326,12,55,119,0.09698287209718869,0.009677161669994088,0.07621324263319477,1
BRD-K62995317,6,20,28,0.08883390515088592,0.01614175141783051,0.15711762472374455,0
BRD-K63000292,8,41,94,0.04026107625423555,0.007988277566150833,0.08575115804486196,1
BRD-K63017287,2,11,25,0.12622142187099494,0.019937169803984363,0.1662776646416806,0
BRD-K63030439,3,12,20,0.1532983974931887,0.013595049893186118,0.1859040806393555,1
BRD-K63072081,6,21,30,0.07561331656977874,0.008799336828463046,0.15179004622254605,0
BRD-K63096635,6,20,28,0.07401908464457237,0.010977425860754226,0.15711762472374455,1
BRD-K63116520,3,18,48,0.085936395542396,0.009838887052527416,0.12000056805137077,0
BRD-K63129749,9,49,141,0.03129960288796243,0.004698863138977072,0.07001552735422285,1
BRD-K63157263,9,49,141,0.02478358783277946,0.0069466283604920544,0.07001552735422285,0
BRD-K63157607,2,11,25,0.1820972864500297,0.014399420642328808,0.1662776646416806,1
BRD-K63158888,7,32,65,0.06614649396023703,0.00820299346036524,0.10312103000972132,0
BRD-K63164430,8,31,53,0.07216826096570991,0.00984807799417291,0.11419996893626119,1
BRD-K63175663,14,115,640,0.025044580821712015,0.0033352891394491475,0.03286350901758476,0
BRD-K63178889,8,45,133,0.03808321160160137,0.006902166787492438,0.07209051035999475,1
BRD-K63181962,8,57,204,0.047950537731834386,0.006679071101605872,0.05820882555410844,0
BRD-K63220166,13,65,166,0.03642397973408234,0.005159218272861886,0.06452824841243086,1
BRD-K63239300,9,45,120,0.05328204042848995,0.00785642775438259,0.07589502311127302,0
BRD-K63245238,13,66,175,0.022472057068247404,0.004150271977542985,0.06284704988949782,1
BRD-K63261117,2,16,57,0.23755720616975434,0.007783649095850225,0.11012007353755805,0
BRD-K63279176,8,25,29,0.09851619341548169,0.02230358870815737,0.15438493583463647,1
BRD-K63301075,3,12,20,0.07764112341226126,0.008397084010811559,0.1859040806393555,0
BRD-K63308290,8,45,133,0.07968612448720964,0.008213595878919872,0.07209051035999475,1
BRD-K63325940,4,22,74,0.0967808661742784,0.0050292716620948886,0.0966469294521601,0
BRD-K63350243,14,129,728,0.02020326894201672,0.0034457508853081007,0.03081330132291237,1
BRD-K63368502,9,52,162,0.05877988196266112,0.021134934524224675,0.06532003568221943,0
BRD-K63374765,4,14,21,0.10167985172704595,0.007332046562189199,0.18142380585737705,1
BRD-K63375110,2,12,30,0.1384512538326332,0.010499477089646965,0.15179004622254605,0
BRD-K63383460,8,40,89,0.05029553980757228,0.005776589138589602,0.08812698600629496,1
BRD-K63388446,8,34,61,0.04951973040270516,0.008392617459480195,0.106448366916246,0
BRD-K63399564,9,51,152,0.050598810578292706,0.01603642553167804,0.06743449765119443,1
BRD-K63423329,7,33,69,0.10021037726046125,0.012191538401845878,0.1000873925349908,0
BRD-K63425657,13,63,160,0.04896416612667467,0.0062245006312145424,0.06572701803516952,1
BRD-K63455741,7,27,44,0.04778660704945219,0.009218584582151192,0.12533650559840895,0
BRD-K63494246,8,28,39,0.07486975627493196,0.01083256811754361,0.13312867729046865,1
BRD-K63513868,4,100,1328,0.033115667362078695,0.0030113631734230268,0.022814181015259963,0
BRD-K63521250,4,14,21,0.10003909758455092,0.009038816513280286,0.18142380585737705,1
BRD-K63521663,4,14,21,0.12860221223266793,0.009748582565618995,0.18142380585737705,0
BRD-K63549648,13,62,156,0.031220251658428958,0.004454238988379464,0.06656433864523432,1
BRD-K63550534,8,57,204,0.02195508160819649,0.005253442036382619,0.05820882555410844,0
BRD-K63569039,8,57,204,0.06111135938990166,0.00592985010738991,0.05820882555410844,1
BRD-K63587518,13,62,158,0.04215608682787086,0.012319059246020544,0.06614170365070911,0
BRD-K63607326,4,14,21,0.12531718902605213,0.02982002257407437,0.18142380585737705,1
BRD-K63662683,2,16,57,0.13828258147565242,0.0071571360395253115,0.11012007353755805,0
BRD-K63671514,8,30,47,0.07235406122743898,0.012155520229998803,0.12127045069624252,1
BRD-K63712590,8,45,133,0.03596347783759854,0.007133102328536487,0.07209051035999475,0
BRD-K63724542,3,12,20,0.18690042743246832,0.009085141824459846,0.1859040806393555,1
BRD-K63770300,8,56,193,0.08890565288107338,0.007324058990162659,0.059844641003395496,0
BRD-K63801873,9,50,157,0.037405467333886167,0.00905890119788774,0.06635201166521548,1
BRD-K63809549,4,19,61,0.12642896693835748,0.00497104985863696,0.106448366916246,0
BRD-K63813530,8,26,34,0.08879139779679825,0.022669720002735917,0.14258192113424395,1
BRD-K63818532,6,21,30,0.07758892453206435,0.007112995656893787,0.15179004622254605,0
BRD-K63827443,8,31,53,0.05180395722540453,0.005706079599578741,0.11419996893626119,1
BRD-K63828515,8,37,80,0.055713719252825734,0.012529287562272166,0.09295204031967776,0
BRD-K63874400,2,28,213,0.15903701922947824,0.003436600820083714,0.056965789254484055,1
BRD-K63880531,6,20,28,0.0949270795349456,0.025485058533345453,0.15711762472374455,0
BRD-K63903580,8,28,41,0.14545429133303092,0.02119735724769868,0.12984104202571659,1
BRD-K63915987,3,18,48,0.1297466744719657,0.010342146824970123,0.12000056805137077,0
BRD-K63923428,7,31,59,0.041557864329072165,0.010453068207795724,0.10823754040067521,1
BRD-K63933178,6,21,30,0.05494845564706223,0.01806719534040765,0.15179004622254605,0
BRD-K63938928,13,71,216,0.043387685058122405,0.004580103369437106,0.05656881027690802,1
BRD-K63944563,3,17,60,0.12600946270039745,0.007428233229527481,0.1073317710005818,0
BRD-K63954456,13,63,159,0.04048918890872612,0.00542436487516089,0.0659333828067973,1
BRD-K63979920,9,51,152,0.0671792912850491,0.012995779270310035,0.06743449765119443,0
BRD-K64024097,14,607,34780,0.01246328697222037,0.00041625200826986487,0.004457990428989184,1
BRD-K64034190,4,31,241,0.12034614811565922,0.0036875042777915774,0.053554429750696846,0
BRD-K64058329,14,110,621,0.032749437053199014,0.004686505223309329,0.03336246417833027,1
BRD-K64062072,7,33,69,0.04297059218560219,0.006383760201232229,0.1000873925349908,0
BRD-K64099269,9,74,481,0.025908864058060838,0.00643195422769546,0.037908044554260736,1
BRD-K64106162,8,144,864,0.032228031823614035,0.0025992750765507053,0.02828440513845401,0
BRD-K64136010,6,21,30,0.07737434007916143,0.010336284454578107,0.15179004622254605,1
BRD-K64190282,3,12,20,0.14305264544286558,0.01079316964975194,0.1859040806393555,0
BRD-K64256554,2,16,57,0.10744660894193661,0.0067724936070692205,0.11012007353755805,1
BRD-K64272762,8,40,89,0.05523369717227898,0.016563838604663775,0.08812698600629496,0
BRD-K64285892,6,18,24,0.08350266546057049,0.012885258368956674,0.16970643083072406,1
BRD-K64304398,9,52,162,0.04664398221842714,0.0075539248582179655,0.06532003568221943,0
BRD-K64305210,3,12,20,0.14598708440764932,0.0068237057563126525,0.1859040806393555,1
BRD-K64314806,9,45,128,0.045279905031043975,0.008923584258070301,0.07348504014249686,0
BRD-K64366758,9,52,162,0.05276041153891404,0.007643983997457931,0.06532003568221943,1
BRD-K64418359,6,21,30,0.08525557004279517,0.007942473287437099,0.15179004622254605,0
BRD-K64513711,3,12,20,0.12638919790197184,0.007809776755453871,0.1859040806393555,1
BRD-K64523453,8,30,48,0.06757395760922927,0.008707243153412453,0.12000056805137077,0
BRD-K64525051,13,60,147,0.04665284978989256,0.007545206595831762,0.06857175317221187,1
BRD-K64551861,2,16,57,0.12062189545051452,0.00918273935151068,0.11012007353755805,0
BRD-K64582453,3,12,20,0.07885612808311265,0.013681746715312922,0.1859040806393555,1
BRD-K64609558,6,27,72,0.07631246150541535,0.00778408810273978,0.09798005352332914,0
BRD-K64618192,2,12,30,0.11894496968569591,0.009502367593382485,0.15179004622254605,1
BRD-K64622657,6,20,28,0.07719069840304785,0.00810383563713626,0.15711762472374455,0
BRD-K64641861,3,12,20,0.13046388103601111,0.012879255420731092,0.1859040806393555,1
BRD-K64643280,2,10,21,0.0919494491426296,0.017169245580381846,0.18142380585737705,0
BRD-K64693729,2,12,30,0.16756574124703558,0.007041836573751963,0.15179004622254605,1
BRD-K64738596,8,45,133,0.0398855455039414,0.008781669724435013,0.07209051035999475,0
BRD-K64754843,9,51,153,0.06389680620018343,0.018739818814256917,0.06721376220575295,1
BRD-K64780785,8,43,120,0.0790817457391286,0.016872494615205725,0.07589502311127302,0
BRD-K64801282,4,14,21,0.07489441793615104,0.014926620381243788,0.18142380585737705,1
BRD-K64864583,8,30,47,0.05465178768597994,0.009031029849022395,0.12127045069624252,0
BRD-K64873832,6,21,30,0.059557290728782554,0.008278079718983592,0.15179004622254605,1
BRD-K64877338,4,100,1328,0.03613116374552731,0.0028681993946690475,0.022814181015259963,0
BRD-K64881093,9,48,139,0.033668941502684555,0.0046368378001233005,0.07051743720105612,1
BRD-K64885524,13,65,161,0.0306159649909943,0.004834093060422724,0.06552257891462192,0
BRD-K64920356,4,14,21,0.1267014083765577,0.008757723983282442,0.18142380585737705,1
BRD-K64970062,51,167,397,0.020634703454063055,0.0051870718922003905,0.041726183842446,0
BRD-K64979116,9,49,141,0.029159518857170053,0.006076956749035662,0.07001552735422285,1
BRD-K64985742,13,66,174,0.03493313664092299,0.005922541489171232,0.06302738612786353,0
BRD-K65000194,3,23,44,0.08648870167392594,0.00898493637006834,0.12533650559840895,1
BRD-K65012833,6,21,30,0.08672709088733174,0.008580423155341485,0.15179004622254605,0
BRD-K65037509,6,31,104,0.07597594281898418,0.009079013238298031,0.0815243323733237,1
BRD-K65050353,13,67,178,0.035186524160604554,0.005703065627911322,0.062315189410583144,0
BRD-K65065275,4,14,21,0.1460351727555108,0.009877792376240795,0.18142380585737705,1
BRD-K65081680,2,12,30,0.14473480566888983,0.007155665912111024,0.15179004622254605,0
BRD-K65085267,7,26,40,0.09193068138762726,0.009275430944682691,0.13145403607033904,1
BRD-K65093687,9,52,162,0.06059915772070677,0.014735683125689411,0.06532003568221943,0
BRD-K65124508,6,20,28,0.1277134235645628,0.031928020335935475,0.15711762472374455,1
BRD-K65134192,2,11,25,0.11009102712597532,0.009900319626686244,0.1662776646416806,0
BRD-K65148580,8,40,89,0.05025205682602789,0.008942915594744527,0.08812698600629496,1
BRD-K65148867,9,46,131,0.04523473773019359,0.006441204820385992,0.07263873506478,0
BRD-K65213718,3,18,48,0.11369753819264344,0.008389924696252242,0.12000056805137077,1
BRD-K65240553,6,21,30,0.06501338949003149,0.009815157000879806,0.15179004622254605,0
BRD-K65242613,9,46,131,0.06440455267773262,0.007487163650889425,0.07263873506478,1
BRD-K65243627,2,12,30,0.16170578875518607,0.00766755218871263,0.15179004622254605,0
BRD-K65258912,14,115,644,0.02423179975222382,0.002988088932342174,0.03276128945731096,1
BRD-K65283978,8,44,124,0.05015248179431964,0.005291488280281145,0.07466087544568958,0
BRD-K65290386,2,12,30,0.11721067926015126,0.010184696876327165,0.15179004622254605,1
BRD-K65315692,2,12,30,0.2100833665773034,0.013934858005292039,0.15179004622254605,0
BRD-K65342895,13,63,165,0.03606609494730092,0.00428807990236503,0.06472349318059607,1
BRD-K65373229,8,34,64,0.04068982602361504,0.008971462203435891,0.10392354040105038,0
BRD-K65404805,9,71,337,0.022293897340200194,0.0047334317459702836,0.04528860777246514,1
BRD-K65411918,15,85,246,0.029672690737396496,0.004739727249412162,0.05300738343904539,0
BRD-K65426421,7,25,36,0.047004253085353526,0.011333855643562723,0.13856472053473384,1
BRD-K65455015,8,45,147,0.06427505139574047,0.014154103653513573,0.06857175317221187,0
BRD-K65464785,2,16,57,0.1114239223478657,0.008362136151315865,0.11012007353755805,1
BRD-K65481562,3,12,20,0.10336021942661157,0.00847271304465838,0.1859040806393555,0
BRD-K65482654,6,21,30,0.0703245799729696,0.007820913355284119,0.15179004622254605,1
BRD-K65494396,2,12,30,0.17334817078698622,0.019587540003320105,0.15179004622254605,0
BRD-K65506786,3,12,20,0.17440844354135243,0.007473162584107524,0.1859040806393555,1
BRD-K65526065,7,31,60,0.03971898482244979,0.010739017251639947,0.1073317710005818,0
BRD-K65567503,2,27,193,0.11722971905236354,0.006698408425448494,0.059844641003395496,1
BRD-K65572849,2,11,25,0.14510779475671057,0.010813924962235905,0.1662776646416806,0
BRD-K65657366,8,30,48,0.07454731891229276,0.014503813749262176,0.12000056805137077,1
BRD-K65742362,9,49,141,0.045554882060126985,0.008043645317421882,0.07001552735422285,0
BRD-K65774694,9,49,141,0.047901556793062613,0.009985416369761796,0.07001552735422285,1
BRD-K65809558,2,12,30,0.15237774023668868,0.017814908115390438,0.15179004622254605,0
BRD-K65862059,4,14,21,0.0912360835753133,0.006468666293102864,0.18142380585737705,1
BRD-K65904652,9,52,162,0.06606200978014823,0.00984539049447916,0.06532003568221943,0
BRD-K65955264,9,46,127,0.11478587942245948,0.012741348264223218,0.07377378404515243,1
BRD-K65959597,2,11,25,0.17479713852580106,0.011969583262041296,0.1662776646416806,0
BRD-K65968843,3,17,60,0.16944690451033054,0.005270643063652416,0.1073317710005818,1
BRD-K65968856,8,28,41,0.06394981877917212,0.014159973483586294,0.12984104202571659,0
BRD-K65971331,4,99,1312,0.03524797301613294,0.00247584689539607,0.022952870323177926,1
BRD-K65981456,3,17,42,0.09872814141659207,0.0068723667351247054,0.12828600339042298,0
BRD-K65983740,9,50,158,0.07081128211041231,0.007311503207370853,0.06614170365070911,1
BRD-K65988431,6,21,30,0.05620061155759761,0.011379249442727196,0.15179004622254605,0
BRD-K65997856,4,41,190,0.07305925380704394,0.01047745186230516,0.06031524831064826,1
BRD-K66037923,8,42,112,0.11154578720910448,0.006022231937081865,0.07855881236187227,0
BRD-K66084396,3,12,20,0.11114145141722057,0.010426315743213652,0.1859040806393555,1
BRD-K66224104,13,65,173,0.027694058380557596,0.0071366966174105815,0.06320928372433764,0
BRD-K66261897,2,10,21,0.21102586272341145,0.012125741740055191,0.18142380585737705,1
BRD-K66356233,6,20,28,0.09860581671761512,0.01082071951199146,0.15711762472374455,0
BRD-K66359319,9,36,83,0.09644398760802159,0.02433343556869185,0.09125672406103985,1
BRD-K66381707,13,66,174,0.049804196526695856,0.010725993609624241,0.06302738612786353,0
BRD-K66383562,8,47,193,0.10123061007166582,0.006389867955203439,0.059844641003395496,1
BRD-K66426634,13,63,166,0.02589056644394246,0.005743220270724007,0.06452824841243086,0
BRD-K66438357,8,55,187,0.02903320418890709,0.0052889620246166094,0.060797135450359925,1
BRD-K66446284,2,11,25,0.14945448657548074,0.010512388739763857,0.1662776646416806,0
BRD-K66448556,9,45,127,0.04201864329189546,0.006300598394256448,0.07377378404515243,1
BRD-K66521855,4,14,21,0.11676230754050282,0.014919484172962797,0.18142380585737705,0
BRD-K66555411,9,49,141,0.037247553846565216,0.007508918054627383,0.07001552735422285,1
BRD-K66586010,6,20,28,0.13749258451093288,0.029113693465625725,0.15711762472374455,0
BRD-K66598898,8,44,138,0.0440908697826403,0.005162640034986502,0.07077247397277182,1
BRD-K66634822,8,90,532,0.04846481203667828,0.005733403086530173,0.036045255179997376,0
BRD-K66642908,3,12,20,0.12040578223245334,0.006843183049585239,0.1859040806393555,1
BRD-K66658536,7,32,64,0.039025013976275835,0.009796387290576958,0.10392354040105038,0
BRD-K66686673,8,45,133,0.04786239668341778,0.004245886078658025,0.07209051035999475,1
BRD-K66729212,3,12,20,0.15395959213245575,0.008008521075904485,0.1859040806393555,0
BRD-K66732164,2,16,57,0.19666126006031076,0.007831763173971601,0.11012007353755805,1
BRD-K66775134,8,31,53,0.050284176164488006,0.010187507578891471,0.11419996893626119,0
BRD-K66812281,6,20,28,0.07639947359173431,0.009740703893104715,0.15711762472374455,1
BRD-K66814954,3,12,20,0.10699616634534662,0.010048751110365017,0.1859040806393555,0
BRD-K66857873,4,14,21,0.17271807449284438,0.01365099275934649,0.18142380585737705,1
BRD-K66866270,13,61,149,0.025952428559304422,0.007221460801312326,0.06810998527191248,0
BRD-K66884694,8,44,124,0.15003001234476862,0.007978722974567094,0.07466087544568958,1
BRD-K66888355,6,20,28,0.08081920849465307,0.009933598606251001,0.15711762472374455,0
BRD-K66902379,14,67,171,0.03411186387639347,0.0062860947956067375,0.06357785410009052,1
BRD-K66908362,9,46,131,0.047267724996950554,0.013664999664016887,0.07263873506478,0
BRD-K66909449,9,46,131,0.04992916419178904,0.007751703769775582,0.07263873506478,1
BRD-K66947316,2,12,30,0.11618427820302268,0.009303154473574096,0.15179004622254605,0
BRD-K67010098,13,64,169,0.031422724725702914,0.006495337518990222,0.06395294793910793,1
BRD-K67090983,9,52,162,0.0736505884280501,0.007882113320818803,0.06532003568221943,0
BRD-K67118123,8,55,193,0.06527369925896398,0.004599035223927566,0.059844641003395496,1
BRD-K67236726,3,17,60,0.141812001022411,0.006112020861010847,0.1073317710005818,0
BRD-K67236950,8,34,64,0.12755257750493854,0.009147274682445894,0.10392354040105038,1
BRD-K67258146,14,64,151,0.04400279239204376,0.005594714341068708,0.06765742221841048,0
BRD-K67306351,8,57,204,0.022456051186852073,0.004071893720093431,0.05820882555410844,1
BRD-K67414432,9,52,162,0.03671029343856046,0.006454286979364614,0.06532003568221943,0
BRD-K67470788,14,62,136,0.12078722511589043,0.023274817391961796,0.07129096056712197,1
BRD-K67484450,6,20,28,0.07874527909387112,0.015586863411322033,0.15711762472374455,0
BRD-K67484673,9,98,628,0.046384346244155765,0.004435886788566138,0.03317600583260774,1
BRD-K67498554,7,31,60,0.036912570730149044,0.00777759766720444,0.1073317710005818,0
BRD-K67514995,8,31,52,0.08074543460450521,0.008488405561161854,0.11529281650576634,1
BRD-K67519589,9,49,141,0.03211394198593214,0.00846862948449823,0.07001552735422285,0
BRD-K67526586,2,28,213,0.17090687083975334,0.0035623287935020063,0.056965789254484055,1
BRD-K67550673,8,44,131,0.03787671993776915,0.004452527585257846,0.07263873506478,0
BRD-K67559633,2,12,30,0.14659254601332547,0.008036407798752929,0.15179004622254605,1
BRD-K67575276,2,12,30,0.1845019371410308,0.013937529826678084,0.15179004622254605,0
BRD-K67582595,3,18,48,0.08589232996942053,0.008599628146379802,0.12000056805137077,1
BRD-K67619794,8,45,133,0.0430224294162423,0.006406090459106702,0.07209051035999475,0
BRD-K67655178,6,21,30,0.0939459370549942,0.010261805045672815,0.15179004622254605,1
BRD-K67678077,8,44,129,0.04386987338071236,0.0067209513629605784,0.0731996602677379,0
BRD-K67742177,9,45,120,0.058378498398390925,0.018034486539231037,0.07589502311127302,1
BRD-K67769696,3,12,20,0.15901330338082478,0.007284276696204183,0.1859040806393555,0
BRD-K67774729,11,186,1301,0.04696705498754371,0.0035476974939849973,0.023049699736228,1
BRD-K67778494,51,209,906,0.021724518801340728,0.0023220428083244567,0.027621026957857862,0
BRD-K67787765,8,37,77,0.04515519584290086,0.009901166899926497,0.09474549257464139,1
BRD-K67794838,2,11,25,0.16128714616042397,0.009546258463366021,0.1662776646416806,0
BRD-K67798612,9,52,162,0.04530653022131968,0.00493282223384393,0.06532003568221943,1
BRD-K67808578,14,129,726,0.04075080548717779,0.004528951915039889,0.030855714696495284,0
BRD-K67863009,3,12,20,0.15057737252385803,0.008711248388267635,0.1859040806393555,1
BRD-K67868064,2,11,25,0.1205088385823245,0.027198432393199783,0.1662776646416806,0
BRD-K67925802,2,11,25,0.15739643026516478,0.013550366827741543,0.1662776646416806,1
BRD-K67941506,8,56,198,0.04222800840618094,0.006380884019845581,0.059084195359240435,0
BRD-K68007270,9,57,234,0.07508613346497298,0.005983385206805273,0.05434955491554913,1
BRD-K68020183,9,46,131,0.014442490948927104,0.005485590699903781,0.07263873506478,0
BRD-K68038686,9,52,162,0.06289484023502018,0.008439493256283409,0.06532003568221943,1
BRD-K68085828,4,14,21,0.12034448143610388,0.008178633235634824,0.18142380585737705,0
BRD-K68097207,8,38,82,0.034721555963152344,0.009022060061704383,0.0918114812927117,1
BRD-K68102868,8,57,204,0.03010385106165399,0.003333039095549135,0.05820882555410844,0
BRD-K68148111,6,21,30,0.061615631703726526,0.010421718234215678,0.15179004622254605,1
BRD-K68158690,9,49,141,0.027549656392276037,0.007311137455269731,0.07001552735422285,0
BRD-K68190084,7,31,59,0.0556980654174193,0.01152422011353727,0.10823754040067521,1
BRD-K68191033,13,65,161,0.024865091973373964,0.0062787236349285055,0.06552257891462192,0
BRD-K68211814,6,40,236,0.0778988126787242,0.005794299203856071,0.054118770200337604,1
BRD-K68223173,6,28,80,0.07044187581316025,0.00930890437945863,0.09295204031967776,0
BRD-K68253248,8,39,84,0.05438025591997531,0.00903195322366273,0.09071190292868853,1
BRD-K68278258,6,20,28,0.08747740275224569,0.0185874549800969,0.15711762472374455,0
BRD-K68313733,14,110,596,0.09775697207558622,0.00570464297263726,0.03405499263595624,1
BRD-K68315360,2,11,25,0.16602089076042284,0.014670549531051022,0.1662776646416806,0
BRD-K68319707,8,39,84,0.0565523633040171,0.006667915444473047,0.09071190292868853,1
BRD-K68326515,8,39,84,0.027550869326253506,0.007862233033514476,0.09071190292868853,0
BRD-K68455755,6,20,28,0.09794308943191382,0.010982371314315145,0.15711762472374455,1
BRD-K68495126,8,57,204,0.04132862156633212,0.005039373704706433,0.05820882555410844,0
BRD-K68504618,8,26,34,0.14252166603270774,0.023270423406311132,0.14258192113424395,1
BRD-K68541237,2,11,25,0.14965113730389618,0.013359380254280897,0.1662776646416806,0
BRD-K68548958,51,169,396,0.19601588843448056,0.012341729660186538,0.04177883519946965,1
BRD-K68554461,3,12,20,0.1464734803528453,0.006448473892613374,0.1859040806393555,0
BRD-K68588778,13,67,178,0.07224024385934089,0.005824998672622559,0.062315189410583144,1
BRD-K68594214,8,45,133,0.03393540861220631,0.004401660161683915,0.07209051035999475,0
BRD-K68614469,6,20,28,0.06754656082542829,0.016680686382216342,0.15711762472374455,1
BRD-K68630394,6,20,28,0.09052497062568642,0.01683317249893216,0.15711762472374455,0
BRD-K68682056,8,30,48,0.03793118151693789,0.009845981255273166,0.12000056805137077,1
BRD-K68689263,2,11,25,0.15553783430261986,0.008459256440199259,0.1662776646416806,0
BRD-K68690198,9,52,162,0.030190137364285316,0.005126244903506623,0.06532003568221943,1
BRD-K68735643,3,12,20,0.10510442317455157,0.0131663347172393,0.1859040806393555,0
BRD-K68774060,4,14,21,0.11283556829398217,0.014547717335141654,0.18142380585737705,1
BRD-K68782403,6,19,26,0.10302685141504316,0.009472936965592172,0.1630486647466474,0
BRD-K68783079,8,44,124,0.0280501243016208,0.01032456883493996,0.07466087544568958,1
BRD-K68796015,4,14,21,0.17450740635425846,0.013432499797840143,0.18142380585737705,0
BRD-K68826049,9,46,131,0.0293004374275261,0.004956972229789552,0.07263873506478,1
BRD-K68833544,8,45,133,0.059445244670278695,0.00862115539891611,0.07209051035999475,0
BRD-K68849294,4,14,21,0.12896474787828582,0.006248013007514972,0.18142380585737705,1
BRD-K68863575,8,45,133,0.03829371921164858,0.004575202649823154,0.07209051035999475,0
BRD-K68866125,3,36,180,0.1542238514976959,0.005027092689804895,0.06196802687978517,1
BRD-K68907515,4,14,21,0.14779833988980587,0.027532519259763653,0.18142380585737705,0
BRD-K68937023,2,12,30,0.15065917895670858,0.008252723598896838,0.15179004622254605,1
BRD-K68971353,2,28,213,0.1725864356956748,0.0050294473612944035,0.056965789254484055,0
BRD-K69003436,13,64,158,0.06467510367158183,0.01454761698693143,0.06614170365070911,1
BRD-K69021489,9,52,162,0.02658279075477185,0.005218072817030296,0.06532003568221943,0
BRD-K69040870,8,39,87,0.07234996144445369,0.014522600972109487,0.08913418426295049,1
BRD-K69073546,4,14,21,0.12414787100473774,0.010203701180021686,0.18142380585737705,0
BRD-K69075782,7,27,44,0.04621161945585631,0.007087352622446758,0.12533650559840895,1
BRD-K69096174,4,40,186,0.06860886488468347,0.01930533576368091,0.06096034953047636,0
BRD-K69159985,9,52,162,0.07243435969876662,0.018338046922159738,0.06532003568221943,1
BRD-K69174517,4,14,21,0.0995429865126603,0.011560061178382075,0.18142380585737705,0
BRD-K69206710,6,17,25,0.12411251818384177,0.01563653042999721,0.1662776646416806,1
BRD-K69218883,8,35,66,0.043107923425481684,0.005915781960954576,0.10233682828652971,0
BRD-K69231968,9,49,141,0.03350775354810765,0.011708522395578702,0.07001552735422285,1
BRD-K69236395,2,28,213,0.1267545004816072,0.004054837255871774,0.056965789254484055,0
BRD-K69286267,2,10,20,0.17207131041546267,0.014105952458936581,0.1859040806393555,1
