compound,n_contexts,n_profiles,n_pairs,share,se_empirical,se_predicted,fold
BRD-K27638907,2,16,57,0.13121300712286318,0.006701051910293412,0.11012007353755805,0
BRD-K27671514,6,27,85,0.08176041910402809,0.0038534229443897196,0.09017672478934188,1
BRD-K27720649,8,30,47,0.07220166412746087,0.01698143313263107,0.12127045069624252,0
BRD-K27803479,3,18,48,0.13475506581456237,0.013978852066315783,0.12000056805137077,1
BRD-K27855499,8,45,147,0.025663725017362412,0.005370265485844145,0.06857175317221187,0
BRD-K27865298,8,34,64,0.0685701172612774,0.014314097479252334,0.10392354040105038,1
BRD-K27881911,13,65,165,0.016636657203902058,0.00453217045673378,0.06472349318059607,0
BRD-K27887926,4,14,21,0.14056400052212467,0.00866729737287867,0.18142380585737705,1
BRD-K27915767,6,21,30,0.05855518371252057,0.012611162097575476,0.15179004622254605,0
BRD-K27961885,2,11,25,0.10875677456674489,0.010955018718551039,0.1662776646416806,1
BRD-K27986637,9,50,156,0.024543512901895343,0.0071175067608513455,0.06656433864523432,0
BRD-K28004127,2,12,30,0.14588162746646438,0.007632719979266099,0.15179004622254605,1
BRD-K28013436,2,12,30,0.15793196838409948,0.013741406597464438,0.15179004622254605,0
BRD-K28035139,3,12,20,0.18088820228773575,0.009131837478053757,0.1859040806393555,1
BRD-K28036193,2,11,25,0.21681227772967823,0.007368968787706072,0.1662776646416806,0
BRD-K28040935,8,45,133,0.05693208011516973,0.01051756383383372,0.07209051035999475,1
BRD-K28080909,2,11,25,0.19550065149764323,0.017420024405733012,0.1662776646416806,0
BRD-K28083085,8,40,89,0.0449419490966003,0.009016441027634913,0.08812698600629496,1
BRD-K28100108,51,169,386,0.0320751878456251,0.004171338934904784,0.04231655147117546,0
BRD-K28112517,51,217,1146,0.01333168574681476,0.0014961987116669344,0.024559052740785365,1
BRD-K28138218,7,32,64,0.03985668506933406,0.011894378951780629,0.10392354040105038,0
BRD-K28154645,8,32,54,0.05648118434394571,0.009453695642196235,0.11313762055381604,1
BRD-K28162668,4,22,74,0.09126585113457406,0.006277911843533464,0.0966469294521601,0
BRD-K28180706,8,45,133,0.05399636130318805,0.007788524735790673,0.07209051035999475,1
BRD-K28184645,2,12,30,0.1425004073777136,0.009309858642631055,0.15179004622254605,0
BRD-K28215800,9,46,131,0.031072312492903188,0.00528411441910609,0.07263873506478,1
BRD-K28250273,3,12,20,0.13532232186883458,0.011940989054284003,0.1859040806393555,0
BRD-K28282432,6,14,22,0.1430117145753212,0.018289323922280873,0.17725258607772132,1
BRD-K28284219,9,49,141,0.03456458881115253,0.004942535620784586,0.07001552735422285,0
BRD-K28293491,13,63,166,0.02404919618411324,0.0055774037472546036,0.06452824841243086,1
BRD-K28305693,4,14,21,0.08059854816818872,0.011148481148232766,0.18142380585737705,0
BRD-K28308851,3,18,48,0.09414187033922823,0.009851766642963094,0.12000056805137077,1
BRD-K28317853,2,11,25,0.1258286071497011,0.011743997266313125,0.1662776646416806,0
BRD-K28362289,8,44,124,0.032922551695714286,0.004502488804618199,0.07466087544568958,1
BRD-K28366444,8,56,196,0.039222371363882146,0.005537493245618777,0.05938488022917164,0
BRD-K28366633,9,45,127,0.14318135973603932,0.009418260970357013,0.07377378404515243,1
BRD-K28377013,9,52,162,0.052323469937651766,0.005572217389983281,0.06532003568221943,0
BRD-K28431278,8,51,180,0.05416646139307829,0.006533733609961075,0.06196802687978517,1
BRD-K28437309,4,14,21,0.08430588601752104,0.007325838317545827,0.18142380585737705,0
BRD-K28452084,8,57,204,0.03268074481787752,0.00485409115101023,0.05820882555410844,1
BRD-K28460793,6,20,28,0.06732957845017287,0.008702136675475178,0.15711762472374455,0
BRD-K28472299,8,43,115,0.03850534000953786,0.011452246286196035,0.07752736089066879,1
BRD-K28484895,6,18,24,0.0995334206916379,0.009683909557809794,0.16970643083072406,0
BRD-K28497936,6,18,24,0.12264224243384822,0.013843667762668174,0.16970643083072406,1
BRD-K28513938,4,14,21,0.1350778484583923,0.010746322967435622,0.18142380585737705,0
BRD-K28530075,3,12,20,0.1281412974229441,0.010517155011936534,0.1859040806393555,1
BRD-K28568387,3,12,20,0.12743311454598352,0.0067678485801764415,0.1859040806393555,0
BRD-K28615450,2,11,25,0.14676498497190457,0.017964975609668525,0.1662776646416806,1
BRD-K28636199,8,39,84,0.03413550960713014,0.0069710487195142725,0.09071190292868853,0
BRD-K28649955,8,58,212,0.03607842001579738,0.008810431421480176,0.057099984468130596,1
BRD-K28680267,13,66,162,0.032517718574526726,0.005082206919821179,0.06532003568221943,0
BRD-K28743085,6,20,28,0.06470192884791727,0.009879999629697513,0.15711762472374455,1
BRD-K28772322,6,23,49,0.04846875651348976,0.02120761759507387,0.11876976045834328,0
BRD-K28774715,13,113,652,0.02160035991834566,0.003420628983731283,0.032559679607547354,1
BRD-K28782753,2,16,57,0.09758716913288944,0.006713364942836872,0.11012007353755805,0
BRD-K28789065,13,64,169,0.04425496775398991,0.0039173383535220565,0.06395294793910793,1
BRD-K28800414,9,52,162,0.02040155385940882,0.004495064892950533,0.06532003568221943,0
BRD-K28841686,8,33,57,0.044929798472528,0.0057126383777405506,0.11012007353755805,1
BRD-K28883735,6,21,30,0.1152624197166864,0.023891632345275134,0.15179004622254605,0
BRD-K28884887,3,12,20,0.13234802660439682,0.007955491105155855,0.1859040806393555,1
BRD-K28892486,9,49,141,0.03492097363908927,0.007166172091509432,0.07001552735422285,0
BRD-K28916077,9,39,86,0.1708606612638745,0.01264100634927176,0.08965090850051868,1
BRD-K28934562,7,31,59,0.11573214502242826,0.009933245393723861,0.10823754040067521,0
BRD-K28995283,2,12,30,0.18873827638486573,0.01444557741909286,0.15179004622254605,1
BRD-K29003210,13,65,163,0.12087188689769954,0.010796868091751451,0.06511935921509471,0
BRD-K29033329,2,11,25,0.1573424538462344,0.007953614327479952,0.1662776646416806,1
BRD-K29054201,4,14,21,0.11127014639604789,0.006934800157115748,0.18142380585737705,0
BRD-K29097491,2,11,25,0.14983466345530694,0.009078136744310142,0.1662776646416806,1
BRD-K29102147,3,12,20,0.1562306212726809,0.012322464865184185,0.1859040806393555,0
BRD-K29138830,9,48,150,0.03613057497960645,0.006656050037477976,0.06788257233228963,1
BRD-K29140223,8,56,199,0.05385437892210325,0.004463316205366068,0.058935555638583256,0
BRD-K29143341,2,12,30,0.11029207884911608,0.008982638741576914,0.15179004622254605,1
BRD-K29160485,9,49,141,0.03994101590903189,0.004530777091191737,0.07001552735422285,0
BRD-K29162128,6,20,28,0.10732077215849652,0.021565145188437003,0.15711762472374455,1
BRD-K29181432,3,12,20,0.17951406206579018,0.015093972577863716,0.1859040806393555,0
BRD-K29251608,8,35,66,0.10638881918547713,0.006041093554147976,0.10233682828652971,1
BRD-K29253390,6,21,30,0.08905545379301821,0.02276435420475445,0.15179004622254605,0
BRD-K29256470,6,20,28,0.15491610181485474,0.02873735178316001,0.15711762472374455,1
BRD-K29286627,6,21,30,0.08357314344143599,0.011386997059815922,0.15179004622254605,0
BRD-K29309835,2,16,57,0.15816985206902898,0.008211446667101566,0.11012007353755805,1
BRD-K29326853,6,21,30,0.08277657391637282,0.006173670409360357,0.15179004622254605,0
BRD-K29345712,13,66,174,0.03201320477423341,0.006641052678011408,0.06302738612786353,1
BRD-K29396015,2,12,30,0.1626168539884447,0.014099267472636543,0.15179004622254605,0
BRD-K29407738,2,11,25,0.09583722947296512,0.035002355005582235,0.1662776646416806,1
BRD-K29423519,8,30,48,0.14106598702375175,0.01643998388351988,0.12000056805137077,0
BRD-K29451642,6,32,112,0.07328636606564823,0.0060537913317292935,0.07855881236187227,1
BRD-K29499344,3,12,20,0.11860950011930292,0.010103233673342328,0.1859040806393555,0
BRD-K29500995,9,46,131,0.04892634186198031,0.006121485083211357,0.07263873506478,1
BRD-K29506255,8,44,129,0.10415008260081407,0.009623145408803156,0.0731996602677379,0
BRD-K29547084,4,14,21,0.12969204581283486,0.007331313787074924,0.18142380585737705,1
BRD-K29611469,3,12,20,0.054691599117740894,0.013293278652782953,0.1859040806393555,0
BRD-K29622226,13,62,164,0.053867702299974084,0.007391161819069817,0.06492052101285829,1
BRD-K29715937,13,120,726,0.013821747378575609,0.0022624585134950457,0.030855714696495284,0
BRD-K29736077,4,14,21,0.10244578834412342,0.008075087460511108,0.18142380585737705,1
BRD-K29746329,3,12,20,0.11927166630901045,0.007837528816746956,0.1859040806393555,0
BRD-K29767311,8,57,204,0.04197296656712445,0.004792105748496617,0.05820882555410844,1
BRD-K29824954,2,18,81,0.13705410273553686,0.005028680769425315,0.09237648035648922,0
BRD-K29953802,6,21,30,0.0865094096482198,0.016309703653975455,0.15179004622254605,1
BRD-K30064966,51,173,396,0.02086238659827463,0.003490874500507204,0.04177883519946965,0
BRD-K30066603,8,35,66,0.053129132890119626,0.006114522791901372,0.10233682828652971,1
BRD-K30126976,8,40,89,0.07246820168492127,0.014946139867426794,0.08812698600629496,0
BRD-K30160673,2,10,21,0.1637670956922974,0.016956234419637943,0.18142380585737705,1
BRD-K30180607,2,22,100,0.09331732517170098,0.009517333053607765,0.0831388323208403,0
BRD-K30194621,13,65,173,0.027579355673755506,0.006849813506996297,0.06320928372433764,1
BRD-K30214283,4,14,21,0.10766813541302013,0.006484329741353837,0.18142380585737705,0
BRD-K30229575,7,31,59,0.06475042337301323,0.02310334210614722,0.10823754040067521,1
BRD-K30267135,7,33,69,0.03777327616246636,0.007267282725205548,0.1000873925349908,0
BRD-K30309936,6,32,112,0.0703215791440469,0.006132463146791216,0.07855881236187227,1
BRD-K30315899,2,11,25,0.1704683484933274,0.00642643390300574,0.1662776646416806,0
BRD-K30342454,2,11,25,0.107962079790973,0.04137769573095939,0.1662776646416806,1
BRD-K30351863,8,45,133,0.12112747993615816,0.010452553414750296,0.07209051035999475,0
BRD-K30381304,13,67,178,0.09176144031108427,0.008791846466219189,0.062315189410583144,1
BRD-K30381384,8,57,204,0.024309849802363434,0.00427294646217952,0.05820882555410844,0
BRD-K30393343,6,42,330,0.15668672123497293,0.006489140254627053,0.04576642093008075,1
BRD-K30434763,8,45,133,0.039124343170568024,0.006464213343645669,0.07209051035999475,0
BRD-K30443205,8,45,133,0.05861711530568878,0.010921798840158597,0.07209051035999475,1
BRD-K30459086,9,52,162,0.04503774144448296,0.007013262769097125,0.06532003568221943,0
BRD-K30463976,9,49,141,0.04249288138426045,0.006187028068486663,0.07001552735422285,1
BRD-K30468800,9,61,265,0.030144484257496156,0.003154065582295953,0.05107177871396887,0
BRD-K30509186,2,12,30,0.1457654463369155,0.011764767284676014,0.15179004622254605,1
BRD-K30511626,13,63,160,0.02674703856893221,0.005865840334049136,0.06572701803516952,0
BRD-K30523950,9,52,162,0.030992375709359414,0.004829673065099404,0.06532003568221943,1
BRD-K30536692,9,49,141,0.04274586648018434,0.007741334276467738,0.07001552735422285,0
BRD-K30553817,3,12,22,0.23005173172410884,0.014503518827534303,0.17725258607772132,1
BRD-K30563708,8,30,48,0.06858769781025328,0.00853666357941525,0.12000056805137077,0
BRD-K30628839,3,12,20,0.07983490801654979,0.00991785553242734,0.1859040806393555,1
BRD-K30633722,8,40,89,0.04091800762481803,0.006194265682678698,0.08812698600629496,0
BRD-K30640165,13,67,178,0.04584307879059246,0.026726441391737424,0.062315189410583144,1
BRD-K30645599,8,62,463,0.04859916825347548,0.003433673358152021,0.038637892075435505,0
BRD-K30647638,8,57,204,0.045994343166700084,0.005708730338167767,0.05820882555410844,1
BRD-K30684242,6,21,30,0.07273198792208445,0.007880163648283872,0.15179004622254605,0
BRD-K30695296,4,14,21,0.11204611118447055,0.0074883111620711144,0.18142380585737705,1
BRD-K30697829,6,21,30,0.0682750469443383,0.02201676676808025,0.15179004622254605,0
BRD-K30704475,14,63,165,0.0421325226354711,0.004704063878881323,0.06472349318059607,1
BRD-K30715099,13,64,169,0.03670784632933937,0.005043952683011751,0.06395294793910793,0
BRD-K30724479,3,12,20,0.119072560685846,0.009278578601778055,0.1859040806393555,1
BRD-K30779094,9,46,131,0.038953887478088575,0.004233726521613996,0.07263873506478,0
BRD-K30781400,9,43,122,0.04846609092385791,0.0050839012014037305,0.07527036209271129,1
BRD-K30795336,2,12,30,0.1300825586353385,0.0132337247342389,0.15179004622254605,0
BRD-K30802967,9,48,150,0.047184720132080034,0.014757559876321331,0.06788257233228963,1
BRD-K30804015,9,48,138,0.04971506108040713,0.007556532554932843,0.07077247397277182,0
BRD-K30836161,8,43,129,0.09319032538088659,0.011360057782203373,0.0731996602677379,1
BRD-K30837577,8,41,94,0.059775776935736706,0.009687680708563289,0.08575115804486196,0
BRD-K30883461,2,11,25,0.15366815752661728,0.010908516476024385,0.1662776646416806,1
BRD-K30934140,3,12,20,0.24658828108404282,0.02608566366622408,0.1859040806393555,0
BRD-K30934336,7,26,39,0.05724943713665576,0.009698229366950636,0.13312867729046865,1
BRD-K30934390,6,29,76,0.10607431107965705,0.020647619219945533,0.09536678115013579,0
BRD-K30935394,2,11,25,0.14879231059027892,0.012510213521596331,0.1662776646416806,1
BRD-K30940328,6,15,24,0.11174548858208974,0.014300765278972461,0.16970643083072406,0
BRD-K30954716,3,12,20,0.14630868090493707,0.007071973099388298,0.1859040806393555,1
BRD-K30958640,13,67,178,0.01737724312057295,0.004530135780042487,0.062315189410583144,0
BRD-K31000214,3,12,20,0.12735096025898168,0.015015148761578494,0.1859040806393555,1
BRD-K31030218,3,36,180,0.055502504356632176,0.004579437340570716,0.06196802687978517,0
BRD-K31060354,4,12,20,0.10736493371077264,0.012797551926777664,0.1859040806393555,1
BRD-K31103241,4,14,21,0.12594287393670944,0.010450326241398092,0.18142380585737705,0
BRD-K31112909,8,26,34,0.0720323244893006,0.01667747443707476,0.14258192113424395,1
BRD-K31126514,3,12,20,0.17624150441343164,0.01434925459602841,0.1859040806393555,0
BRD-K31168993,3,18,48,0.07483777619330552,0.011358041637507078,0.12000056805137077,1
BRD-K31175437,8,40,89,0.037540633826877584,0.009680414979253444,0.08812698600629496,0
BRD-K31220088,3,12,20,0.1422511188118117,0.012791692591563042,0.1859040806393555,1
BRD-K31260488,9,51,153,0.025983664234449356,0.004639846540963893,0.06721376220575295,0
BRD-K31286015,8,44,129,0.03054637540211123,0.0052408175009811065,0.0731996602677379,1
BRD-K31290914,8,33,57,0.025592944708616432,0.005792738988698618,0.11012007353755805,0
BRD-K31295191,8,33,57,0.04968926305887836,0.007980902856766812,0.11012007353755805,1
BRD-K31302860,8,38,82,0.03296545791763181,0.008686943007603629,0.0918114812927117,0
BRD-K31315646,6,42,330,0.13463568732699202,0.003546679223427565,0.04576642093008075,1
BRD-K31329249,6,18,21,0.06697074412121341,0.01235442662148318,0.18142380585737705,0
BRD-K31344914,3,18,48,0.06251956740805174,0.012175903327697867,0.12000056805137077,1
BRD-K31380618,8,39,84,0.0824110840237556,0.009170431169102825,0.09071190292868853,0
BRD-K31412180,9,49,141,0.045122767419638866,0.0073835055656759204,0.07001552735422285,1
BRD-K31415071,6,20,28,0.08981199854922889,0.013082363158945873,0.15711762472374455,0
BRD-K31427141,3,17,60,0.19375361156310386,0.008700590436666834,0.1073317710005818,1
BRD-K31441680,2,11,25,0.12435861868312127,0.005889296544548926,0.1662776646416806,0
BRD-K31449336,4,14,21,0.11099350732998202,0.011981424706445358,0.18142380585737705,1
BRD-K31453413,9,45,129,0.05678604853776772,0.0077430262799957,0.0731996602677379,0
BRD-K31485493,6,20,28,0.11906323655604582,0.03156469821151822,0.15711762472374455,1
BRD-K31553917,14,116,659,0.025154801769646993,0.0030644741629693045,0.03238629095984098,0
BRD-K31566137,6,21,30,0.08769415075864102,0.011755151532966367,0.15179004622254605,1
BRD-K31600199,9,48,138,0.04501108686885179,0.0072355375547466586,0.07077247397277182,0
BRD-K31618614,5,22,29,0.08617971562842058,0.011834265136164803,0.15438493583463647,1
BRD-K31688005,9,52,162,0.04309396555937395,0.007675723620030264,0.06532003568221943,0
BRD-K31695944,2,11,25,0.18606510688453853,0.01219014263535195,0.1662776646416806,1
BRD-K31697605,6,31,104,0.07651574916686878,0.00809016724670816,0.0815243323733237,0
BRD-K31706415,9,50,150,0.11109788562877895,0.008587059591521132,0.06788257233228963,1
BRD-K31754360,13,64,169,0.02903990260860244,0.004860771781703019,0.06395294793910793,0
BRD-K31800869,2,16,57,0.1402342934600366,0.006366984263417969,0.11012007353755805,1
BRD-K31822300,6,20,28,0.09565844726865172,0.015513706868751281,0.15711762472374455,0
BRD-K31828306,8,45,133,0.03762098580934351,0.0044457262450698426,0.07209051035999475,1
BRD-K31829694,8,34,64,0.08872465663246025,0.018846792040015315,0.10392354040105038,0
BRD-K31841256,14,66,169,0.06497682644533523,0.006009087995506726,0.06395294793910793,1
BRD-K31844452,4,14,22,0.07361771550013783,0.012862849270054908,0.17725258607772132,0
BRD-K31851742,13,67,178,0.08029661211331322,0.018706868194079167,0.062315189410583144,1
BRD-K31856043,9,52,162,0.07673782349348005,0.0056037957531293306,0.06532003568221943,0
BRD-K31887147,9,45,124,0.051911246963775554,0.005880129679845719,0.07466087544568958,1
BRD-K31931379,8,31,53,0.051865516759790294,0.005213647508781326,0.11419996893626119,0
BRD-K31931684,2,12,30,0.19200322569340716,0.011004492421325573,0.15179004622254605,1
BRD-K31949858,7,33,69,0.03998133926374413,0.005566159447717238,0.1000873925349908,0
BRD-K31970894,3,12,20,0.16188029310240612,0.010899660198436915,0.1859040806393555,1
BRD-K31975688,8,29,43,0.07385865462812928,0.013990467698366085,0.1267855306805029,0
BRD-K31998493,6,20,28,0.12156159971971782,0.030955593340759164,0.15711762472374455,1
BRD-K31999759,6,18,27,0.12740025510809133,0.0123138441784896,0.16000075740182768,0
BRD-K32053286,4,20,73,0.09233141628808501,0.007503552124790832,0.09730664311377887,1
BRD-K32101742,9,50,143,0.03787113142871798,0.005655107907355263,0.06952418424962198,0
BRD-K32111336,14,64,164,0.031827146686631634,0.005570261288840532,0.06492052101285829,1
BRD-K32112425,9,88,522,0.023908787917724626,0.003077160165210275,0.0363888783472405,0
BRD-K32132269,8,57,204,0.03296187472668738,0.007928526130271634,0.05820882555410844,1
BRD-K32188552,9,36,64,0.06873090794558435,0.00980418296270738,0.10392354040105038,0
BRD-K32238524,9,52,162,0.0470673618573198,0.005987611840325707,0.06532003568221943,1
BRD-K32297746,2,12,30,0.1436525926709773,0.01738752150686286,0.15179004622254605,0
BRD-K32301393,7,27,44,0.0916397016528152,0.03457327073842633,0.12533650559840895,1
BRD-K32307229,5,209,7645,0.041878792979104164,0.0009002571360779287,0.009508569292442468,0
BRD-K32310489,4,14,21,0.1257362042005446,0.032026037867532796,0.18142380585737705,1
BRD-K32320888,6,20,28,0.1049988480322547,0.019385164728340173,0.15711762472374455,0
BRD-K32321439,13,64,169,0.029671484099848572,0.005771784650867855,0.06395294793910793,1
BRD-K32330804,6,18,24,0.08776864516973541,0.01828135528038986,0.16970643083072406,0
BRD-K32389477,8,36,71,0.07872493757063581,0.012370365913889105,0.09866764128202758,1
BRD-K32444480,6,31,104,0.0807189252201433,0.012242033132067832,0.0815243323733237,0
BRD-K32485462,13,67,178,0.08106810815694124,0.005158553633888048,0.062315189410583144,1
BRD-K32568627,9,51,152,0.03810363301776826,0.004388759921087218,0.06743449765119443,0
BRD-K32580836,8,56,199,0.033148012082225814,0.004032132807352759,0.058935555638583256,1
BRD-K32581454,9,76,471,0.05959094301071504,0.0028676438797331206,0.038308351796185344,0
BRD-K32582686,8,45,147,0.0670980543516111,0.008647598342847996,0.06857175317221187,1
BRD-K32585359,2,11,25,0.1606053505466883,0.013876272724378943,0.1662776646416806,0
BRD-K32593492,2,12,30,0.13700507412427698,0.010060085803243891,0.15179004622254605,1
BRD-K32598858,9,37,66,0.06645229060752354,0.01114970651699843,0.10233682828652971,0
BRD-K32602441,5,44,196,0.06715559682557752,0.01392380690587377,0.05938488022917164,1
BRD-K32605311,2,12,30,0.0891636690447883,0.018296744836830737,0.15179004622254605,0
BRD-K32628102,2,12,30,0.1780145438491516,0.021666569963586603,0.15179004622254605,1
BRD-K32636001,8,44,129,0.15222992097193128,0.013924832266832105,0.0731996602677379,0
BRD-K32644160,13,110,622,0.023771231137742623,0.0032899497164005443,0.0333356346893279,1
BRD-K32656671,9,48,139,0.04800456790750897,0.00817066940807521,0.07051743720105612,0
BRD-K32761691,2,12,30,0.14896561444595455,0.011622136344362093,0.15179004622254605,1
BRD-K32782699,8,25,32,0.07805775137109604,0.01480968133408866,0.14697008028499373,0
BRD-K32827536,8,44,124,0.06214557316476866,0.00583522353868307,0.07466087544568958,1
BRD-K32853132,4,22,74,0.061411002929975346,0.0060486023835209235,0.0966469294521601,0
BRD-K32862555,8,57,204,0.08886734269588786,0.009085243581517272,0.05820882555410844,1
BRD-K32885145,8,37,75,0.06782420616224161,0.011048874930789189,0.09600045444109662,0
BRD-K32896438,13,86,605,0.0934619261611298,0.005517590974178117,0.03380074193442828,1
BRD-K32897268,6,21,30,0.0525585606425868,0.010624447323474567,0.15179004622254605,0
BRD-K32927008,14,67,171,0.053994975219788285,0.011369176796658595,0.06357785410009052,1
BRD-K32931486,6,21,30,0.05607211407979052,0.014755569547925439,0.15179004622254605,0
BRD-K32944375,8,42,112,0.129844403270354,0.007457831164140622,0.07855881236187227,1
BRD-K32949592,13,67,178,0.026618814087328066,0.005230136875391752,0.062315189410583144,0
BRD-K32986110,3,12,20,0.07822132384819687,0.013419134513547206,0.1859040806393555,1
BRD-K33005877,6,20,28,0.08511506544085706,0.006161814820695528,0.15711762472374455,0
BRD-K33013391,4,14,21,0.10555866511714794,0.011474280992022507,0.18142380585737705,1
BRD-K33045404,9,52,162,0.08204986995571946,0.011076209136134144,0.06532003568221943,0
BRD-K33116223,9,50,148,0.05314325499739083,0.00830091310378272,0.06833969919648027,1
BRD-K33159591,8,45,133,0.035375456949952,0.006253794516264469,0.07209051035999475,0
BRD-K33164466,13,63,160,0.04052246030605299,0.007719534985550269,0.06572701803516952,1
BRD-K33182644,9,46,131,0.03587519543614247,0.006683796195316828,0.07263873506478,0
BRD-K33217566,3,12,20,0.1153793515692477,0.006934250748854613,0.1859040806393555,1
BRD-K33218708,2,11,25,0.16462880728320628,0.010773100429171774,0.1662776646416806,0
BRD-K33297438,8,44,124,0.03560471378872612,0.007060105542664432,0.07466087544568958,1
BRD-K33305493,8,55,185,0.0489808119029321,0.005051575329355711,0.06112488518608705,0
BRD-K33318635,7,32,64,0.0289879701682729,0.011426508505525143,0.10392354040105038,1
BRD-K33348232,2,17,70,0.13299710864640832,0.007458808899559205,0.09936991093652328,0
BRD-K33392208,13,67,178,0.030745773178492322,0.0047454185139058,0.062315189410583144,1
BRD-K33445737,3,14,30,0.215905134912197,0.023651294247127704,0.15179004622254605,0
BRD-K33449128,5,37,299,0.09875764597203857,0.003824467508530459,0.048080428157379416,1
BRD-K33452357,7,27,44,0.09072598027067909,0.035520623326370106,0.12533650559840895,0
BRD-K33459729,9,46,131,0.03723213341071993,0.00454989128498123,0.07263873506478,1
BRD-K33528640,2,16,57,0.1128642079851341,0.007044967112281052,0.11012007353755805,0
BRD-K33586157,14,66,169,0.05369262349409445,0.015578114921682897,0.06395294793910793,1
BRD-K33591392,8,34,64,0.058855313674231684,0.008162492319308948,0.10392354040105038,0
BRD-K33606495,13,64,169,0.02944110089717913,0.008175987672939542,0.06395294793910793,1
BRD-K33619512,9,51,152,0.03608488166353466,0.005169488528220711,0.06743449765119443,0
BRD-K33676730,13,66,176,0.033275792732610214,0.005599023813664991,0.06266825279920447,1
BRD-K33680967,8,45,133,0.053721546577360745,0.007365342477365811,0.07209051035999475,0
BRD-K33713995,3,12,20,0.13182614644126803,0.013759791838091966,0.1859040806393555,1
BRD-K33720394,8,45,133,0.1261259879798711,0.01239695810380559,0.07209051035999475,0
BRD-K33720404,9,51,160,0.10745047337787982,0.008190992034421946,0.06572701803516952,1
BRD-K33743361,8,55,193,0.05061380218962662,0.008091186568539244,0.059844641003395496,0
BRD-K33761091,8,31,53,0.07683479910128524,0.011313308946261369,0.11419996893626119,1
BRD-K33762302,9,51,153,0.026357061081262144,0.0042162975650148525,0.06721376220575295,0
BRD-K33776933,6,21,30,0.0788204661663969,0.016072278256602086,0.15179004622254605,1
BRD-K33926001,14,64,167,0.05578502859617481,0.01136344312903831,0.06433475997562621,0
BRD-K33928422,7,33,69,0.017020469771371897,0.007372703863959948,0.1000873925349908,1
BRD-K33932270,2,12,30,0.11078219149677768,0.01084608950781077,0.15179004622254605,0
BRD-K33943862,3,18,48,0.1019285259665468,0.008268536902013785,0.12000056805137077,1
BRD-K33979365,6,19,26,0.08166188108383438,0.01173244337150562,0.1630486647466474,0
BRD-K34079378,3,36,180,0.06695756747477392,0.010171243240351072,0.06196802687978517,1
BRD-K34092011,9,52,162,0.059633681439151834,0.0074617850992672145,0.06532003568221943,0
BRD-K34095629,2,11,25,0.15867314848010616,0.015826583894308386,0.1662776646416806,1
BRD-K34160774,8,34,64,0.062333284139781266,0.006039460792844694,0.10392354040105038,0
BRD-K34174785,2,10,21,0.054042649787242665,0.036243848335111066,0.18142380585737705,1
BRD-K34182570,2,11,25,0.16345966256518152,0.01565219672540816,0.1662776646416806,0
BRD-K34230554,8,35,66,0.044369797895814245,0.006222453860890342,0.10233682828652971,1
BRD-K34294489,8,45,133,0.04628972619428793,0.008551932166638944,0.07209051035999475,0
BRD-K34332553,8,45,147,0.044238114694174636,0.0064934754999409405,0.06857175317221187,1
BRD-K34351329,2,12,30,0.17380278138705887,0.011487824000569942,0.15179004622254605,0
BRD-K34382714,3,12,20,0.17348977190530243,0.013189764769819859,0.1859040806393555,1
BRD-K34387287,14,62,146,0.038525954107941754,0.009541860889564543,0.0688061872002523,0
BRD-K34388789,8,43,122,0.04148901294154491,0.007703641825106396,0.07527036209271129,1
BRD-K34404012,8,28,38,0.07138999417920419,0.00963467592011718,0.13486899530238886,0
BRD-K34407242,2,12,30,0.1211910595286873,0.018166467714350487,0.15179004622254605,1
BRD-K34412705,9,50,151,0.04027620320904309,0.004365136596081387,0.06765742221841048,0
BRD-K34462187,2,9,22,0.26495365501504947,0.008093883513560354,0.17725258607772132,1
BRD-K34495954,9,46,131,0.03024369500859512,0.005852761400781395,0.07263873506478,0
BRD-K34544769,2,10,20,0.17054054469706917,0.01137386473198475,0.1859040806393555,1
BRD-K34545522,6,26,79,0.06278647139931298,0.004966518941623523,0.0935384943412949,0
BRD-K34545919,2,12,30,0.16936598849259957,0.016595636158020895,0.15179004622254605,1
BRD-K34547533,6,30,93,0.07893278386053575,0.01112284726483265,0.086210953073004,0
BRD-K34596778,9,48,139,0.03733775755596222,0.005414950836912823,0.07051743720105612,1
BRD-K34711351,9,45,128,0.058367262202874186,0.006365446302715824,0.07348504014249686,0
BRD-K34798063,6,19,26,0.09291974978651157,0.013266822124917362,0.1630486647466474,1
BRD-K34810022,2,16,57,0.1380217200713442,0.006375775903682314,0.11012007353755805,0
BRD-K34836852,2,12,30,0.19218574009411843,0.016309521493340997,0.15179004622254605,1
BRD-K34960081,2,10,20,0.16738264169735134,0.026026004037269623,0.1859040806393555,0
BRD-K34968258,9,48,132,0.048799894731452825,0.007767234216826743,0.07236306524652845,1
BRD-K34974324,9,66,347,0.03084660070589067,0.004107653045535394,0.04463126364366352,0
BRD-K34981405,6,17,25,0.08001244987498447,0.009812541835009486,0.1662776646416806,1
BRD-K35004659,13,63,157,0.10457206407554898,0.007834927352575044,0.06635201166521548,0
BRD-K35024477,9,61,275,0.025219160560697305,0.002490214464752778,0.050134602239363585,1
BRD-K35035132,8,45,133,0.05170936828026139,0.011928656075233739,0.07209051035999475,0
BRD-K35046132,8,44,131,0.05452581187871194,0.006369018890870348,0.07263873506478,1
BRD-K35060373,6,21,30,0.09583332826600928,0.00812424251464689,0.15179004622254605,0
