rho
0.9965208313100902
0.9972659938506989
0.9947495232895804
0.9950781781101291
0.9933802136933709
0.9945827297270634
0.9927205657903745
0.993175196659221
0.9917506381597262
0.9941814957678309
0.9954174258958163
0.9929940508792581
0.993212691774686
0.998587982115735
0.9925430896707239
