,C1,C2,C5,C6,C7,C10,cancer_type
TCGA-3A-A9IN-01,-1.1770206689834595,-0.31722769141197205,-1.3693008422851562,1.1075003147125244,1.7658785581588745,-0.7301442623138428,PAAD
TCGA-3A-A9IO-01,-1.0023549795150757,-0.09408105909824371,-0.5567554235458374,0.4641401469707489,1.898301362991333,-1.0160421133041382,PAAD
TCGA-3A-A9IR-01,-0.8011950254440308,0.35129350423812866,-0.6987658739089966,0.5986776947975159,2.041013717651367,-0.5559377074241638,PAAD
TCGA-3A-A9IS-01,-1.3361732959747314,0.5544912815093994,-0.9725651144981384,0.8570190072059631,2.1745152473449707,-1.450647234916687,PAAD
TCGA-3A-A9IU-01,0.2943066954612732,-0.0734015628695488,0.23393186926841736,-0.19781379401683807,-0.3433263897895813,0.4798167645931244,PAAD
TCGA-3A-A9IV-01,-1.3105133771896362,0.07507321238517761,-1.058611273765564,1.2759813070297241,1.3943227529525757,-1.1215119361877441,PAAD
TCGA-3A-A9IX-01,-0.189046710729599,-0.24285200238227844,-0.1081351786851883,0.14111343026161194,0.08764789998531342,-0.3766820430755615,PAAD
TCGA-3A-A9IZ-01,0.6105533838272095,0.06555278599262238,0.330064594745636,-0.27843451499938965,-0.4079122543334961,0.31865718960762024,PAAD
TCGA-3A-A9J0-01,0.5435327291488647,0.09113507717847824,0.07591414451599121,-0.23095133900642395,-0.15854564309120178,0.5622504353523254,PAAD
TCGA-3E-AAAY-01,0.019528895616531372,-0.011169582605361938,0.06106066703796387,0.019275695085525513,-0.01460614800453186,0.1712302267551422,PAAD
TCGA-3E-AAAZ-01,0.05047304928302765,0.04548097774386406,0.14178138971328735,0.29000091552734375,-0.033427439630031586,-0.06563250720500946,PAAD
TCGA-F2-6879-01,0.31887638568878174,0.15406788885593414,0.4602239429950714,-0.2629128694534302,-0.6732622385025024,0.23188349604606628,PAAD
TCGA-F2-6880-01,-0.6134482026100159,-0.1382894068956375,-0.20931851863861084,0.23344343900680542,0.8774129748344421,-0.5039759874343872,PAAD
TCGA-F2-7273-01,-0.5717689394950867,-0.005341678857803345,-0.25602400302886963,0.4294588565826416,0.15515422821044922,-0.8510295748710632,PAAD
TCGA-F2-7276-01,-0.4483645260334015,-0.07885722815990448,-0.22568835318088531,0.3424210250377655,0.17996592819690704,-0.7414162158966064,PAAD
TCGA-F2-A44G-01,0.4244644343852997,0.1876370757818222,0.43039798736572266,-0.3540119230747223,-0.5556336641311646,0.372829794883728,PAAD
TCGA-F2-A44H-01,-0.06129855662584305,-0.1382245123386383,-0.1821921467781067,0.060353443026542664,0.0005384348332881927,-0.2511441111564636,PAAD
TCGA-F2-A7TX-01,0.32146260142326355,0.1645202785730362,0.38428008556365967,-0.3837836980819702,-0.19426389038562775,0.012141428887844086,PAAD
TCGA-F2-A8YN-01,0.5926525592803955,0.16571857035160065,0.36535367369651794,-0.40423572063446045,-0.4553655982017517,0.4448678493499756,PAAD
TCGA-FB-A4P5-01,-0.14715686440467834,-0.036713480949401855,-0.026214003562927246,0.14485521614551544,0.15532460808753967,-0.08251488208770752,PAAD
TCGA-FB-A4P6-01,-0.3186150789260864,0.14667168259620667,0.10143838077783585,-0.04777446389198303,0.0031395358964800835,-0.15288904309272766,PAAD
TCGA-FB-A545-01,0.2563457489013672,-0.026379644870758057,-0.25652241706848145,-0.04706035554409027,-0.2856687307357788,0.21944159269332886,PAAD
TCGA-FB-A5VM-01,0.5516274571418762,-0.08117686212062836,-0.13455304503440857,0.21475885808467865,0.20377545058727264,0.4861811399459839,PAAD
TCGA-FB-A78T-01,0.07466816157102585,0.052428409457206726,0.3177008628845215,-0.48675063252449036,0.02835248038172722,0.26932501792907715,PAAD
TCGA-FB-A7DR-01,-0.18197771906852722,0.029899276793003082,-0.1333017349243164,0.23264780640602112,-0.193950355052948,-0.1578674018383026,PAAD
TCGA-FB-AAPP-01,0.6195738315582275,0.5274823307991028,0.9820094108581543,-0.7509068846702576,0.13562262058258057,0.531058132648468,PAAD
TCGA-FB-AAPQ-01,0.33599910140037537,0.32429587841033936,0.41616374254226685,-0.43877094984054565,-0.5360571146011353,0.20838382840156555,PAAD
TCGA-FB-AAPS-01,-0.10532821714878082,-0.2146807610988617,-0.6898398399353027,0.738032341003418,-0.02668311446905136,-0.17653730511665344,PAAD
TCGA-FB-AAPU-01,0.490998238325119,0.1255720555782318,0.687538743019104,-0.7944028377532959,-0.012124121189117432,0.5287244915962219,PAAD
TCGA-FB-AAPY-01,0.03229328989982605,0.06408560276031494,0.226371169090271,-0.26647597551345825,-0.19214653968811035,0.223200723528862,PAAD
TCGA-FB-AAPZ-01,0.2045019418001175,-0.032504476606845856,0.15347443521022797,-0.18551525473594666,-0.36379292607307434,0.19801868498325348,PAAD
TCGA-FB-AAQ0-01,0.5779275298118591,0.11505237221717834,0.5263233184814453,-0.6358681917190552,-0.6670978665351868,0.9101234078407288,PAAD
TCGA-FB-AAQ1-01,-0.013523586094379425,-0.13682609796524048,0.12501990795135498,-0.17710532248020172,-0.2553384006023407,0.2392602413892746,PAAD
TCGA-FB-AAQ2-01,0.2178216576576233,0.027657128870487213,-0.05899888277053833,-0.10768193006515503,0.043689362704753876,0.17606841027736664,PAAD
TCGA-FB-AAQ3-01,0.32120227813720703,-0.011357137002050877,0.3423211872577667,-0.41724979877471924,-0.7198933362960815,0.48190179467201233,PAAD
TCGA-FB-AAQ6-01,0.4689030051231384,0.28675204515457153,0.46601009368896484,-0.5867830514907837,-0.31767770648002625,0.3095465898513794,PAAD
TCGA-H6-8124-01,0.1208784207701683,-0.12798359990119934,-0.300118088722229,0.013406507670879364,-0.5114837884902954,-0.03479886054992676,PAAD
TCGA-H6-8124-11,-0.5567424297332764,-0.1640257090330124,-0.49960148334503174,0.4227973222732544,0.28535205125808716,-0.827322244644165,PAAD
TCGA-H6-A45N-01,-0.2376028150320053,-0.04578900337219238,-0.0741172730922699,0.09326228499412537,0.07014733552932739,-0.2063954472541809,PAAD
TCGA-H6-A45N-11,-0.5688704252243042,-0.4818686246871948,-1.1123563051223755,0.9893381595611572,1.1621146202087402,-0.4161962568759918,PAAD
TCGA-H8-A6C1-01,0.12326380610466003,0.11393482238054276,0.24974201619625092,-0.18719565868377686,-0.12048861384391785,0.3341907262802124,PAAD
TCGA-HV-A5A3-01,0.5656129717826843,-0.09224241971969604,0.0242714062333107,-0.4880223870277405,-0.7481511235237122,0.8717689514160156,PAAD
TCGA-HV-A5A3-11,-0.1957266628742218,-0.21481822431087494,-0.4230712056159973,0.13892851769924164,0.44830548763275146,-0.308567613363266,PAAD
TCGA-HV-A5A4-01,0.021679122000932693,0.0422460101544857,0.17684979736804962,-0.35770663619041443,-0.2369602918624878,0.20855072140693665,PAAD
TCGA-HV-A5A5-01,-0.3985157907009125,0.05498819053173065,0.13692644238471985,-0.12241874635219574,0.004493996500968933,-0.13429179787635803,PAAD
TCGA-HV-A5A6-01,0.27295398712158203,0.058548226952552795,-0.036535292863845825,-0.26219791173934937,-0.2578381597995758,0.24777352809906006,PAAD
TCGA-HV-A7OL-01,0.6872531175613403,0.09407343715429306,0.6262792348861694,-0.4574882984161377,-0.05059010535478592,0.6923543214797974,PAAD
TCGA-HV-A7OP-01,0.7179468870162964,0.4553169012069702,0.5791489481925964,-0.4971570372581482,0.8689860701560974,0.8129374980926514,PAAD
TCGA-HV-AA8V-01,-0.021016687154769897,-0.058625057339668274,-0.19935253262519836,0.18252475559711456,-0.17152830958366394,0.018758177757263184,PAAD
TCGA-HV-AA8X-01,0.19866712391376495,0.09591042995452881,0.5242262482643127,-0.6293832063674927,-0.17162364721298218,0.4000089764595032,PAAD
TCGA-HZ-7289-01,0.4622234106063843,0.1998310685157776,0.790748119354248,-0.43779128789901733,-0.3758053183555603,0.40862613916397095,PAAD
TCGA-HZ-7918-01,-0.5642358064651489,-0.06694251298904419,-0.005296304821968079,0.39064663648605347,0.1219145655632019,-0.8275409936904907,PAAD
TCGA-HZ-7919-01,0.07059916853904724,0.07735411077737808,0.2751277983188629,-0.25347062945365906,-0.6163210868835449,0.07320909947156906,PAAD
TCGA-HZ-7920-01,-0.7986422777175903,0.1825398951768875,-0.3548503518104553,0.4903435707092285,0.39521118998527527,-1.2131599187850952,PAAD
TCGA-HZ-7922-01,0.15643620491027832,0.06638966500759125,0.05889929458498955,-0.18122714757919312,-0.5790514349937439,-0.1826094537973404,PAAD
TCGA-HZ-7923-01,-0.4881138205528259,0.02378275990486145,-0.2413085699081421,0.30164051055908203,0.07710200548171997,-0.5793455243110657,PAAD
TCGA-HZ-7924-01,-0.27316737174987793,0.30379167199134827,0.2505795955657959,-0.0707431361079216,-0.10046336054801941,-0.206979438662529,PAAD
TCGA-HZ-7925-01,0.005106184631586075,-0.09757357835769653,-0.23478543758392334,0.42130720615386963,-0.2433738261461258,-0.17732134461402893,PAAD
TCGA-HZ-7926-01,0.04205378144979477,-0.035790540277957916,0.18166904151439667,-0.23110340535640717,-0.4803140163421631,-0.24593007564544678,PAAD
TCGA-HZ-8001-01,-0.202489972114563,-0.0220625102519989,-0.13908244669437408,0.2121458649635315,0.17279380559921265,-0.23139849305152893,PAAD
TCGA-HZ-8002-01,-0.41731566190719604,-0.11872999370098114,-0.23961365222930908,0.36948761343955994,0.13397854566574097,-0.6769670844078064,PAAD
TCGA-HZ-8003-01,-0.5397891402244568,-0.06649234890937805,-0.22176912426948547,0.04101783037185669,0.05946299433708191,-0.5862798690795898,PAAD
TCGA-HZ-8005-01,0.26556065678596497,-0.20074212551116943,-0.32065892219543457,0.16955700516700745,-0.23144081234931946,0.2632720470428467,PAAD
TCGA-HZ-8315-01,0.10279493778944016,-0.05771731585264206,0.024911269545555115,-0.17691117525100708,-0.28762495517730713,-0.019660145044326782,PAAD
TCGA-HZ-8317-01,-0.16238418221473694,-0.15525312721729279,0.11027796566486359,0.14693908393383026,-0.2062852680683136,-0.33625534176826477,PAAD
TCGA-HZ-8519-01,-0.6551996469497681,0.20862352848052979,-0.26073333621025085,0.35375845432281494,0.6574582457542419,-0.7674362659454346,PAAD
TCGA-HZ-8636-01,-0.12340053915977478,-0.15466445684432983,-0.19012659788131714,-0.015214771032333374,-0.2517179250717163,-0.1411495804786682,PAAD
TCGA-HZ-8637-01,-0.37623655796051025,0.08776350319385529,-0.2616015672683716,0.30246007442474365,0.406941294670105,-0.5305925607681274,PAAD
TCGA-HZ-8638-01,-0.05403291806578636,0.07936755567789078,0.24751511216163635,-0.07575652003288269,-0.4753814935684204,-0.02437540888786316,PAAD
TCGA-HZ-A49G-01,-0.2532932460308075,-0.019075676798820496,0.10207140445709229,0.0002825409173965454,-0.05387170612812042,-0.10481798648834229,PAAD
TCGA-HZ-A49H-01,-0.320357084274292,-0.04113560914993286,0.09963957965373993,0.20124392211437225,0.25517281889915466,-0.2813551127910614,PAAD
TCGA-HZ-A49I-01,0.12188304960727692,-0.15699990093708038,-0.011811137199401855,-0.27507877349853516,-0.20447705686092377,0.5269983410835266,PAAD
TCGA-HZ-A4BH-01,-0.007007196545600891,0.017553716897964478,0.04353971779346466,-0.0694836676120758,0.07059498131275177,-0.008489876985549927,PAAD
TCGA-HZ-A4BK-01,-0.052730411291122437,0.10207977890968323,0.164434552192688,-0.2647586762905121,-0.35811859369277954,0.14510956406593323,PAAD
TCGA-HZ-A77O-01,0.26676854491233826,-0.14228686690330505,0.13762091100215912,-0.2237996608018875,0.06323741376399994,0.13298086822032928,PAAD
TCGA-HZ-A77P-01,-0.4018908143043518,-0.011486321687698364,-0.1605437695980072,0.45967936515808105,0.1269964873790741,-0.22546707093715668,PAAD
TCGA-HZ-A77Q-01,0.2143726646900177,-0.07225076109170914,-0.027629941701889038,0.4280031621456146,-0.4768151044845581,-0.08746901154518127,PAAD
TCGA-HZ-A8P0-01,0.020401757210493088,-0.06474234908819199,-0.10479477792978287,0.09809693694114685,-0.11561156064271927,0.16137826442718506,PAAD
TCGA-HZ-A8P1-01,0.31109619140625,0.04253903031349182,0.49666979908943176,-0.6005993485450745,-0.13777710497379303,0.39990562200546265,PAAD
TCGA-HZ-A9TJ-01,0.4241335391998291,0.18897730112075806,0.37217438220977783,-0.49482107162475586,0.05093817412853241,0.34766849875450134,PAAD
TCGA-HZ-A9TJ-06,-0.14639563858509064,0.39909639954566956,0.3239744305610657,-0.1632063090801239,0.5107712745666504,0.1008228212594986,PAAD
TCGA-IB-7644-01,0.19219662249088287,0.19862763583660126,0.46080297231674194,-0.3259107172489166,-0.46937525272369385,0.12338757514953613,PAAD
TCGA-IB-7645-01,-0.24875149130821228,-0.018255405128002167,-0.03214571624994278,0.2951856553554535,-0.3481396436691284,-0.5202888250350952,PAAD
TCGA-IB-7646-01,0.17265543341636658,-0.08844774961471558,0.008615091443061829,0.004362210631370544,-0.45684903860092163,-0.024836137890815735,PAAD
TCGA-IB-7647-01,-0.25226566195487976,0.03374158591032028,0.13961142301559448,0.025940626859664917,0.04565071314573288,-0.4757818877696991,PAAD
TCGA-IB-7649-01,-0.4725499749183655,-0.028277188539505005,0.23905864357948303,-0.037333518266677856,-0.30891287326812744,-0.601568341255188,PAAD
TCGA-IB-7651-01,0.04366932809352875,0.14370757341384888,0.039134763181209564,0.06490791589021683,-0.20556050539016724,0.0024423771537840366,PAAD
TCGA-IB-7652-01,-0.2123064547777176,-0.006294712424278259,0.11681944876909256,-0.08464570343494415,-0.11715491116046906,-0.32202935218811035,PAAD
TCGA-IB-7654-01,-0.149213045835495,0.006858915090560913,-0.013635978102684021,0.11974339187145233,-0.02625153213739395,-0.27591174840927124,PAAD
TCGA-IB-7885-01,0.16911941766738892,-0.08385605365037918,0.03758515417575836,-0.0471675731241703,-0.40052229166030884,0.1148596778512001,PAAD
TCGA-IB-7886-01,0.20881454646587372,0.12754982709884644,0.3005588948726654,-0.2263536900281906,-0.5791018009185791,0.06214328110218048,PAAD
TCGA-IB-7887-01,0.4259241223335266,-0.04861234128475189,-0.04608651250600815,0.0187397301197052,-0.5089336037635803,0.4328491687774658,PAAD
TCGA-IB-7888-01,-0.46133920550346375,0.21247661113739014,0.01763126254081726,0.2925490736961365,-0.07470245659351349,-0.7492901086807251,PAAD
TCGA-IB-7889-01,0.2881081998348236,-0.004605598747730255,0.33466941118240356,-0.1835273802280426,-0.1774178147315979,0.11171373724937439,PAAD
TCGA-IB-7890-01,-0.24804028868675232,-0.1841985285282135,-0.40126001834869385,0.3477289378643036,-0.2584296464920044,-0.5384402275085449,PAAD
TCGA-IB-7891-01,-0.23420074582099915,-0.07230795919895172,0.07747308909893036,-0.05342264473438263,-0.07311558723449707,-0.5578944683074951,PAAD
TCGA-IB-7893-01,-0.07026655972003937,-0.13427796959877014,-0.3708481192588806,0.30346542596817017,-0.525905191898346,-0.5451573729515076,PAAD
TCGA-IB-7897-01,-0.7977466583251953,-0.03651455044746399,-0.630330502986908,0.590126633644104,0.38956576585769653,-1.07163405418396,PAAD
TCGA-IB-8126-01,-0.5142583847045898,-0.06644487380981445,-0.13609835505485535,0.2595456540584564,0.20129558444023132,-0.6481174230575562,PAAD
TCGA-IB-8127-01,0.1802617311477661,-0.20329909026622772,0.07852627336978912,-0.16185951232910156,-0.30546092987060547,0.2040099948644638,PAAD
TCGA-IB-A5SO-01,-0.12593424320220947,0.0034667551517486572,0.02417197823524475,0.15108495950698853,-0.15577909350395203,-0.0644075870513916,PAAD
TCGA-IB-A5SP-01,0.45150142908096313,0.3324086666107178,0.8792145848274231,-0.4961029291152954,-0.1373009979724884,0.512561023235321,PAAD
TCGA-IB-A5SQ-01,-0.13990457355976105,-0.005168646574020386,-0.37698009610176086,0.25720855593681335,0.36799657344818115,-0.4551989436149597,PAAD
TCGA-IB-A5SS-01,0.277868390083313,-0.1335667371749878,-0.4258077144622803,-0.04947094991803169,-0.36195898056030273,0.29362744092941284,PAAD
TCGA-IB-A5ST-01,0.11413328349590302,-0.12700305879116058,-0.06091246008872986,0.4127924144268036,0.116607666015625,0.03457942605018616,PAAD
TCGA-IB-A6UF-01,0.4693715572357178,-0.1851048618555069,-0.08261021971702576,-0.16614818572998047,-0.2770630717277527,0.31752079725265503,PAAD
TCGA-IB-A6UG-01,0.2586449980735779,-0.1336192786693573,-0.0201033353805542,-0.09106457233428955,0.13821029663085938,0.11076610535383224,PAAD
TCGA-IB-A7LX-01,0.47341713309288025,-0.1319594383239746,0.02161066234111786,-0.29259955883026123,-0.5940887928009033,0.44893795251846313,PAAD
TCGA-IB-A7M4-01,0.6841027736663818,0.061726510524749756,0.6186889410018921,-0.44384872913360596,-0.19914892315864563,0.6740607619285583,PAAD
TCGA-IB-AAUM-01,-0.24382762610912323,-0.16417047381401062,-0.02198776975274086,-0.035191431641578674,0.3369438052177429,-0.24442560970783234,PAAD
TCGA-IB-AAUN-01,0.11075203120708466,-0.03070267289876938,0.035443246364593506,-0.27357521653175354,-0.06715164333581924,0.02739781141281128,PAAD
TCGA-IB-AAUO-01,0.5055842399597168,0.06610367447137833,0.22204747796058655,-0.3547210693359375,-0.4581584632396698,0.7036543488502502,PAAD
TCGA-IB-AAUP-01,0.02380162477493286,-0.22747647762298584,-0.3180646598339081,0.3056749403476715,0.13858561217784882,-0.0722951591014862,PAAD
TCGA-IB-AAUQ-01,-0.11997947096824646,0.0345081090927124,-0.08102038502693176,0.1472240686416626,-0.11023467779159546,-0.00889691710472107,PAAD
TCGA-IB-AAUR-01,-0.026830583810806274,-0.0934201329946518,-0.3840690851211548,0.462438702583313,0.20873664319515228,-0.18067853152751923,PAAD
TCGA-IB-AAUS-01,0.014881789684295654,-0.005931653082370758,-0.3186160922050476,0.47674623131752014,-0.09529095143079758,-0.2906848192214966,PAAD
TCGA-IB-AAUT-01,-0.15427716076374054,-0.04038509726524353,-0.1868080198764801,0.06752884387969971,0.09327273070812225,-0.41153958439826965,PAAD
TCGA-IB-AAUU-01,0.12087784707546234,0.009066358208656311,0.34494441747665405,-0.5592256784439087,-0.33452707529067993,0.3266914486885071,PAAD
TCGA-IB-AAUV-01,-0.36269161105155945,-0.1797482818365097,-0.8661763668060303,0.8580689430236816,0.5339281558990479,-0.6075944900512695,PAAD
TCGA-IB-AAUW-01,-0.43704792857170105,-0.06455725431442261,0.021399572491645813,0.04636678099632263,0.08072514832019806,-0.30758994817733765,PAAD
TCGA-L1-A7W4-01,0.06515231728553772,-0.28878360986709595,-0.442234605550766,0.44981834292411804,0.5642349720001221,0.549921989440918,PAAD
TCGA-LB-A7SX-01,0.6029192805290222,0.16888411343097687,0.40340322256088257,-0.4028082489967346,0.18513716757297516,0.44091954827308655,PAAD
TCGA-LB-A8F3-01,0.20543962717056274,-0.04141376167535782,0.021326512098312378,-0.05470985919237137,0.3434925377368927,0.28659525513648987,PAAD
TCGA-LB-A9Q5-01,-0.0013090819120407104,-0.11401621997356415,0.2852860987186432,-0.060920268297195435,-0.07954967021942139,-0.09304411709308624,PAAD
TCGA-M8-A5N4-01,0.3875965476036072,0.017489343881607056,0.18286842107772827,-0.2324870228767395,-0.6092867851257324,0.677933931350708,PAAD
TCGA-OE-A75W-01,0.6220861673355103,0.04789837449789047,0.2104874849319458,-0.3007185459136963,-0.23912391066551208,0.8436985015869141,PAAD
TCGA-PZ-A5RE-01,0.5401422381401062,0.1913791000843048,0.45867976546287537,-0.3942568898200989,-0.4495539963245392,0.7067626118659973,PAAD
TCGA-Q3-A5QY-01,0.17643335461616516,-0.2728765308856964,-0.2723519802093506,0.30296313762664795,0.2448256015777588,0.09464314579963684,PAAD
TCGA-Q3-AA2A-01,0.44986602663993835,0.17906227707862854,0.28742754459381104,-0.494363397359848,-0.6982468366622925,0.6828168034553528,PAAD
TCGA-RB-A7B8-01,0.2014348953962326,-0.11159610003232956,-0.2631172835826874,-0.032603099942207336,-0.27025288343429565,0.22138512134552002,PAAD
TCGA-RB-AA9M-01,-0.19657203555107117,0.0056562721729278564,0.005522310733795166,-0.11012983322143555,0.18297666311264038,-0.3551520109176636,PAAD
TCGA-RL-AAAS-01,-0.1474824696779251,-0.12534308433532715,-0.03111071139574051,0.23222237825393677,0.17034812271595,-0.1520853489637375,PAAD
TCGA-S4-A8RM-01,0.10614578425884247,0.09809055924415588,0.3879718482494354,-0.4460652768611908,-0.28525468707084656,0.37138521671295166,PAAD
TCGA-S4-A8RO-01,0.23483426868915558,-0.0041403621435165405,0.09672154486179352,-0.1316750943660736,-0.05832162871956825,0.39226630330085754,PAAD
TCGA-S4-A8RP-01,-0.1497054100036621,0.019961297512054443,-0.013625189661979675,-0.229928657412529,-0.08938708901405334,0.0851726233959198,PAAD
TCGA-US-A774-01,0.0076814740896224976,-0.09590858221054077,-0.09318500757217407,0.01251964271068573,-0.14564622938632965,-0.03596331179141998,PAAD
TCGA-US-A776-01,0.11994481086730957,0.14210963249206543,0.4260382652282715,-0.24291616678237915,0.10033315420150757,0.40909767150878906,PAAD
TCGA-US-A779-01,0.29812222719192505,0.3223293721675873,0.5872300863265991,-0.7508366107940674,0.0013500377535820007,0.6829022169113159,PAAD
TCGA-US-A77E-01,0.21172423660755157,0.06357863545417786,0.21473494172096252,-0.08467806875705719,-0.5763034820556641,0.38619905710220337,PAAD
TCGA-US-A77G-01,0.3336895704269409,0.20552866160869598,0.7129864692687988,-0.7293741106987,-0.09300389885902405,0.681885302066803,PAAD
TCGA-US-A77J-01,-0.29361554980278015,-0.05444718897342682,-0.2164781391620636,0.3313869535923004,0.4889110326766968,-0.24576333165168762,PAAD
TCGA-XD-AAUG-01,-0.4861742854118347,-0.08512163162231445,-0.5049332976341248,0.5735875964164734,0.38406985998153687,-0.5397359132766724,PAAD
TCGA-XD-AAUH-01,-0.40403836965560913,0.12473300099372864,-0.26072680950164795,0.4125453233718872,0.5981398224830627,-0.5500662326812744,PAAD
TCGA-XD-AAUI-01,0.02191607654094696,0.037333548069000244,0.11495138704776764,-0.047261595726013184,0.028441518545150757,0.04501110315322876,PAAD
TCGA-XD-AAUL-01,0.01910720020532608,-0.17905722558498383,0.2824894189834595,-0.15529367327690125,-0.4655086398124695,0.3425271809101105,PAAD
TCGA-XN-A8T3-01,-0.11858844757080078,-0.24047358334064484,-0.5315811634063721,0.19955432415008545,0.2590517997741699,-0.07010093331336975,PAAD
TCGA-XN-A8T5-01,-0.21972259879112244,-0.0860910713672638,-0.36629727482795715,0.5601657629013062,0.37013012170791626,-0.4692074656486511,PAAD
TCGA-YB-A89D-01,0.07996448874473572,0.08044248819351196,0.12422475218772888,-0.17939534783363342,-0.33421599864959717,-0.1497809737920761,PAAD
TCGA-YB-A89D-11,0.1950155645608902,0.022402212023735046,-0.17077986896038055,0.20151926577091217,-0.19869212806224823,-0.08468203246593475,PAAD
TCGA-YH-A8SY-01,0.49999481439590454,-0.10819697380065918,-0.23479193449020386,0.12437553703784943,-0.25322097539901733,0.2563650608062744,PAAD
TCGA-YY-A8LH-01,0.6497374176979065,0.13268934190273285,0.686982274055481,-0.7295781970024109,-0.2331809401512146,0.7560369968414307,PAAD
TCGA-Z5-AAPL-01,0.11303455382585526,0.015899788588285446,0.09108834713697433,0.30983594059944153,0.03952621668577194,0.05712997913360596,PAAD
TCGA-3B-A9HI-01,-0.05709872394800186,-0.04555869102478027,-0.08749165385961533,0.08019962906837463,-0.3540401756763458,-0.04236985743045807,SARC
TCGA-3B-A9HJ-01,0.11946070194244385,-0.0003434419631958008,0.40173885226249695,-0.30360323190689087,0.033784106373786926,0.025971338152885437,SARC
TCGA-3B-A9HL-01,-0.21380165219306946,0.13608963787555695,0.08158262073993683,0.013807106763124466,-0.11101672798395157,-0.2664363384246826,SARC
TCGA-3B-A9HO-01,0.060558855533599854,0.07751143723726273,0.27269476652145386,-0.15253528952598572,-0.16578903794288635,0.22891287505626678,SARC
TCGA-3B-A9HP-01,-0.11854736506938934,-0.16438739001750946,-0.17954109609127045,0.04104204475879669,-0.3115178346633911,-0.0676332414150238,SARC
TCGA-3B-A9HQ-01,0.00047284364700317383,-0.020525194704532623,0.18076907098293304,-0.14943259954452515,0.02495892345905304,0.42529821395874023,SARC
TCGA-3B-A9HR-01,-0.1293342411518097,-0.0968167781829834,-0.39934104681015015,0.07548390328884125,0.06558214128017426,0.05592465400695801,SARC
TCGA-3B-A9HS-01,0.01422436535358429,0.027082622051239014,0.05653528869152069,-0.304777592420578,0.2028433233499527,0.05473390221595764,SARC
TCGA-3B-A9HT-01,0.1678892821073532,0.34504732489585876,0.3234919011592865,-0.37895631790161133,-0.3158522844314575,0.2522183656692505,SARC
TCGA-3B-A9HU-01,0.06307494640350342,0.024602994322776794,0.15856114029884338,-0.22402039170265198,0.0025069862604141235,0.30432331562042236,SARC
TCGA-3B-A9HV-01,-0.012422651052474976,0.2552712857723236,0.1770593523979187,0.13845030963420868,0.2111341506242752,-0.1882258653640747,SARC
TCGA-3B-A9HX-01,0.01164227444678545,0.23783090710639954,0.1944561004638672,0.16859260201454163,-0.21121910214424133,-0.262116014957428,SARC
TCGA-3B-A9HY-01,-0.21832707524299622,-0.007111094892024994,-0.16859249770641327,0.06360459327697754,-0.013649508357048035,-0.14866459369659424,SARC
TCGA-3B-A9HZ-01,0.014508694410324097,0.30271485447883606,0.27039051055908203,-0.1436241865158081,-0.06755006313323975,0.017284244298934937,SARC
TCGA-3B-A9I0-01,-0.020223796367645264,0.1394147276878357,-0.20021021366119385,-0.04288649186491966,0.033962003886699677,0.3299981653690338,SARC
TCGA-3B-A9I1-01,-0.22917921841144562,-0.10689902305603027,-0.08843113481998444,0.19554755091667175,0.33552783727645874,-0.22420504689216614,SARC
TCGA-3B-A9I3-01,0.4167717397212982,0.39280712604522705,1.6359399557113647,-0.8534390926361084,-0.9071821570396423,0.44069522619247437,SARC
TCGA-3R-A8YX-01,0.2064306139945984,-0.03445786237716675,-0.2526756227016449,-0.15860582888126373,-0.47690349817276,-0.11220583319664001,SARC
TCGA-DX-A1KU-01,-0.19895443320274353,0.038587894290685654,0.11725416779518127,0.04427775740623474,-0.3758949041366577,-0.5091172456741333,SARC
TCGA-DX-A1KW-01,-0.29210007190704346,0.11312602460384369,0.1393996626138687,0.15093909204006195,0.1424989253282547,-0.2271536886692047,SARC
TCGA-DX-A1KX-01,0.07342249155044556,-0.026956796646118164,0.5108978748321533,-0.20939843356609344,-0.10356874763965607,0.0068584950640797615,SARC
TCGA-DX-A1KY-01,-0.48189711570739746,0.07688392698764801,-0.06482163071632385,0.4981107711791992,0.35918885469436646,-0.7986859083175659,SARC
TCGA-DX-A1KZ-01,0.12259344756603241,-0.04360753297805786,-0.11709614098072052,0.11874821782112122,-0.23600725829601288,-0.06623220443725586,SARC
TCGA-DX-A1L0-01,-0.2812362015247345,-0.11282635480165482,-0.03620440512895584,0.11869636923074722,-0.15361684560775757,-0.194818913936615,SARC
TCGA-DX-A1L1-01,-0.0327497273683548,-0.09367287158966064,0.14300790429115295,-0.1717510223388672,-0.24737469851970673,0.23928846418857574,SARC
TCGA-DX-A1L2-01,-0.2774885594844818,-0.2649255692958832,0.13202163577079773,0.0826420783996582,-0.4046612083911896,-0.4078020453453064,SARC
TCGA-DX-A1L3-01,0.054830968379974365,-0.08688116073608398,0.06571897864341736,0.01367398351430893,-0.15094979107379913,0.09032207727432251,SARC
TCGA-DX-A1L4-01,0.1725955754518509,0.03779679536819458,0.43018361926078796,-0.12902146577835083,-0.4761870503425598,-0.27112823724746704,SARC
TCGA-DX-A23R-01,-0.30010372400283813,-0.1499292254447937,-0.29675549268722534,0.2506389915943146,0.08089370280504227,-0.4765283465385437,SARC
TCGA-DX-A23T-01,0.20812052488327026,-0.11935526132583618,0.36663562059402466,-0.1011151671409607,-0.34699690341949463,-0.05068013817071915,SARC
TCGA-DX-A23U-01,-0.15541543066501617,-0.2211189717054367,-0.12065508216619492,0.12457603216171265,-0.15716266632080078,-0.17050689458847046,SARC
