gene_symbol,ensembl_id,ctrl_mean_expr,var_total,var_residual,var_interaction,noise,interaction_fraction,additive_fraction,reproducibility
MCTS1,ENSG00000232119,1.4574444,0.079355694,0.070926346,0.0017585878,0.069167756,0.022160826,0.106222354,0.024794564
ENSG00000255983,ENSG00000255983,0.44142246,0.18993832,0.18257251,0.0017579984,0.18081452,0.009255627,0.03878,0.009629042
C14orf93,ENSG00000100802,1.0451262,0.23046435,0.21630439,0.0017570393,0.21454735,0.0076239095,0.061441008,0.008122995
POLR1HASP,ENSG00000204623,1.3829337,0.11355401,0.09106376,0.0017570257,0.089306735,0.01547304,0.19805773,0.019294456
RAB1A,ENSG00000138069,1.9475207,0.022591917,0.009856176,0.001756582,0.008099593,0.07775267,0.56373,0.17822145
TRABD-AS1,ENSG00000273253,0.12899438,0.08563697,0.08654195,0.0017564845,0.08478547,0.020510819,0.0,0.020296335
YEATS2,ENSG00000163872,1.8700565,0.031690173,0.012022503,0.0017563734,0.010266129,0.055423282,0.62062365,0.14609051
CSTF1,ENSG00000101138,1.416567,0.09443178,0.07672098,0.0017557847,0.0749652,0.018593155,0.18755125,0.022885326
ENSG00000249742,ENSG00000249742,0.10475721,0.071917854,0.0726249,0.0017557412,0.070869155,0.024413148,0.0,0.02417547
ALG9,ENSG00000086848,1.5347568,0.057429545,0.04478482,0.0017556065,0.043029215,0.030569745,0.22017801,0.039200928
SPDYC,ENSG00000204710,0.05491111,0.030170161,0.030139405,0.0017554467,0.02838396,0.058184862,0.0010194177,0.058244236
ENSG00000260190,ENSG00000260190,0.14373222,0.08291535,0.08307049,0.0017551719,0.081315316,0.02116824,0.0,0.021128707
SBNO1,ENSG00000139697,1.8320308,0.01745695,0.011181692,0.0017549339,0.009426758,0.10052923,0.35947052,0.15694708
ENSG00000259390,ENSG00000259390,0.060718596,0.03579676,0.035873447,0.001754807,0.03411864,0.04902139,0.0,0.048916597
ENSG00000287891,ENSG00000287891,0.11183486,0.067930356,0.06793032,0.0017547075,0.06617561,0.025830979,5.483985e-07,0.025830992
ENSG00000271522,ENSG00000271522,0.065117665,0.040334217,0.0408642,0.0017546773,0.03910952,0.04350344,0.0,0.04293923
SLC38A11,ENSG00000169507,0.12720826,0.088740475,0.088946775,0.0017540718,0.0871927,0.01976631,0.0,0.019720465
ENSG00000256146,ENSG00000256146,0.17717455,0.09350875,0.093749836,0.0017536397,0.09199619,0.01875375,0.0,0.018705523
SUB1,ENSG00000113387,1.7380623,0.028047403,0.01606548,0.0017532237,0.014312256,0.062509306,0.42720258,0.10912987
NDUFAF1,ENSG00000137806,1.1427987,0.18528499,0.17083167,0.0017529811,0.16907868,0.009460999,0.078005895,0.010261453
ENSG00000257225,ENSG00000257225,0.33055946,0.16894323,0.16312225,0.0017529357,0.16136931,0.010375886,0.034455214,0.0107461475
MUC21,ENSG00000204544,0.06932162,0.03227364,0.032871243,0.0017527058,0.031118536,0.05430766,0.0,0.053320337
LINC02751,ENSG00000254946,0.11485196,0.09287427,0.086855054,0.0017526541,0.0851024,0.018871255,0.06481041,0.020179069
ENSG00000144785,ENSG00000144785,1.430272,0.08965258,0.072903,0.0017525131,0.07115049,0.019547826,0.18682767,0.02403897
ENSG00000273004,ENSG00000273004,0.28575918,0.13831943,0.13809969,0.0017508804,0.1363488,0.012658238,0.0015886952,0.012678381
ENSG00000266341,ENSG00000266341,0.08898237,0.07380599,0.073222905,0.0017499299,0.07147297,0.023709863,0.007900205,0.023898667
Metazoa_SRP-155,ENSG00000278701,0.079021886,0.042225286,0.042480767,0.0017497813,0.040730987,0.041439183,0.0,0.041189965
COMMD10,ENSG00000145781,1.7844585,0.030466637,0.017195344,0.00174968,0.015445664,0.05742938,0.43560085,0.10175313
CYP26C1,ENSG00000187553,0.20411278,0.0875656,0.08494915,0.0017496573,0.08319949,0.019981103,0.029879887,0.020596525
ENSG00000259564,ENSG00000259564,1.0311489,0.22203486,0.18671937,0.0017492558,0.18497011,0.007878293,0.15905379,0.009368368
ENSG00000286502,ENSG00000286502,0.056158364,0.03135226,0.031348668,0.0017491207,0.029599547,0.055789303,0.000114542934,0.055795692
LRRC52-AS1,ENSG00000237463,0.14008987,0.09159552,0.09018953,0.0017486387,0.088440895,0.019090876,0.015350004,0.01938849
PPT1,ENSG00000131238,1.3918135,0.094622,0.080090575,0.0017485167,0.07834206,0.018478965,0.15357344,0.021831742
ZMYM2,ENSG00000121741,1.8925837,0.02118989,0.010719422,0.0017482499,0.008971172,0.08250396,0.49412563,0.1630918
THUMPD1,ENSG00000066654,1.5563177,0.044127975,0.034682557,0.0017481229,0.032934435,0.039614845,0.21404603,0.050403517
HIPK3,ENSG00000110422,1.7705371,0.03014937,0.016088989,0.0017480209,0.014340968,0.057978686,0.46635738,0.10864703
ENSG00000260884,ENSG00000260884,0.12726161,0.077700146,0.07909895,0.0017477891,0.07735116,0.022494026,0.0,0.022096237
TBCE,ENSG00000284770,1.5511236,0.04847385,0.04127859,0.0017464656,0.039532125,0.036029026,0.14843592,0.042309236
SPANXN4,ENSG00000189326,0.0682717,0.046794463,0.047097333,0.0017464539,0.04535088,0.037321806,0.0,0.0370818
UBE4A,ENSG00000110344,1.7260773,0.023222474,0.017836053,0.0017463374,0.016089715,0.07520031,0.23194864,0.09791053
ANKS1A,ENSG00000064999,1.7542198,0.023269033,0.017179029,0.0017454528,0.015433576,0.07501183,0.2617214,0.101603694
ERLIN1,ENSG00000107566,1.494569,0.06023189,0.04577044,0.0017454376,0.044025004,0.028978629,0.24009624,0.038134605
ENSG00000224675,ENSG00000224675,0.14779809,0.083233826,0.083543,0.0017448515,0.08179815,0.02096325,0.0,0.020885669
ENSG00000288868,ENSG00000288868,0.34561598,0.16648299,0.16601145,0.0017448092,0.16426665,0.010480406,0.0028323156,0.010510174
PITHD1,ENSG00000057757,1.4103668,0.091058105,0.06670313,0.0017445456,0.06495859,0.019158598,0.26746628,0.02615388
IFI27L2,ENSG00000119632,1.0549743,0.25229397,0.16883625,0.0017441869,0.16709207,0.006913312,0.33079556,0.010330642
LINC00668,ENSG00000265933,0.15766856,0.05963025,0.060214452,0.001744168,0.058470283,0.029249718,0.0,0.028965937
UBN1,ENSG00000118900,1.6593847,0.030340565,0.021390546,0.0017440235,0.019646522,0.057481576,0.29498526,0.08153245
ENSG00000213939,ENSG00000213939,0.1053228,0.10846315,0.099307686,0.0017439872,0.0975637,0.016079076,0.08441085,0.017561452
PDCD6IP,ENSG00000170248,1.7939289,0.017717933,0.012241471,0.0017432948,0.010498175,0.09839154,0.3090915,0.14240894
IER3IP1,ENSG00000134049,1.6228776,0.04690986,0.030114172,0.00174318,0.028370991,0.037160203,0.35804176,0.057885703
DEK,ENSG00000124795,1.8795615,0.033186845,0.01331895,0.0017431587,0.011575792,0.05252559,0.5986678,0.13087808
PDIA6,ENSG00000143870,1.8750112,0.03704493,0.013905986,0.0017428814,0.0121631045,0.047047768,0.62461835,0.12533318
ENSG00000287456,ENSG00000287456,0.17906563,0.11398324,0.11362358,0.0017428726,0.11188071,0.015290604,0.0031553926,0.015339005
VPS29,ENSG00000111237,1.5102121,0.062213894,0.048775796,0.0017422906,0.047033504,0.028004847,0.21599835,0.035720393
FAM21EP-1,ENSG00000290956,0.23815177,0.1447415,0.14262228,0.0017419555,0.14088032,0.012034941,0.014641468,0.012213768
ZNF565,ENSG00000196357,1.3989836,0.086304694,0.07156786,0.0017416398,0.06982622,0.020180129,0.17075352,0.024335502
TPT1P4,ENSG00000217027,0.17812254,0.09402106,0.08955718,0.0017414333,0.08781575,0.018521737,0.04747746,0.019444933
PTPRQ,ENSG00000139304,0.33776525,0.19728372,0.19562724,0.0017411961,0.19388604,0.008825848,0.008396398,0.008900581
ESD,ENSG00000139684,1.5032247,0.0677729,0.043171953,0.0017409925,0.04143096,0.025688622,0.36299095,0.040326934
NUP88,ENSG00000108559,1.64775,0.034090284,0.028889487,0.0017408796,0.027148606,0.051066738,0.15255953,0.06025997
RAB21,ENSG00000080371,1.7209027,0.030290995,0.018007567,0.0017408354,0.016266732,0.057470392,0.40551418,0.09667244
ENSG00000289196,ENSG00000289196,0.1508655,0.07035226,0.06931227,0.0017406831,0.06757158,0.024742393,0.0147826,0.025113637
ENSG00000258660,ENSG00000258660,0.16745234,0.09343267,0.09390349,0.0017401497,0.09216334,0.018624637,0.0,0.018531257
CDK2,ENSG00000123374,1.2685295,0.16220765,0.13299206,0.0017399273,0.13125212,0.010726543,0.18011227,0.013082942
UQCRC2,ENSG00000140740,1.7074051,0.025829328,0.019186141,0.0017398786,0.017446263,0.06736058,0.2571955,0.09068413
WNT2,ENSG00000105989,0.09144832,0.061138157,0.061976347,0.0017392676,0.06023708,0.028448153,0.0,0.028063409
ENSG00000261386,ENSG00000261386,0.8507553,0.27874047,0.2566745,0.0017392269,0.25493526,0.006239592,0.07916313,0.006776002
CMTR1,ENSG00000137200,1.5243225,0.060607646,0.047109876,0.0017391971,0.04537068,0.028696,0.22270738,0.036917888
GGCX,ENSG00000115486,1.315349,0.10674487,0.100238785,0.0017379173,0.09850087,0.016281039,0.060949866,0.017337773
LINC02894,ENSG00000261437,0.27540827,0.10262528,0.102801114,0.001737782,0.10106333,0.016933274,0.0,0.016904311
CCDC24,ENSG00000159214,1.0066384,0.23596312,0.21844801,0.0017376785,0.21671033,0.0073641953,0.07422816,0.007954655
PRNCR1,ENSG00000282961,0.45183045,0.20962125,0.21066453,0.0017373629,0.20892717,0.008288105,0.0,0.00824706
RALGDS,ENSG00000160271,1.5788355,0.07250223,0.048559666,0.0017371712,0.046822496,0.023960244,0.33023214,0.03577395
ENSG00000280087,ENSG00000280087,0.10846922,0.058072243,0.057416372,0.0017367457,0.055679627,0.02990664,0.011294051,0.030248266
CFAP36,ENSG00000163001,1.5541909,0.051403556,0.033402476,0.0017364111,0.031666066,0.033779982,0.35019132,0.051984504
NAGLU,ENSG00000108784,1.0700496,0.20763919,0.19470952,0.001736372,0.19297315,0.008362449,0.06226986,0.008917755
PHF20,ENSG00000025293,1.810114,0.019543702,0.012935896,0.0017363037,0.011199593,0.08884211,0.33810407,0.13422368
PCSK2,ENSG00000125851,0.49884486,0.27968225,0.2728011,0.0017362585,0.27106485,0.006207968,0.024603447,0.0063645584
DIS3,ENSG00000083520,1.7414562,0.026752386,0.01767341,0.0017362095,0.015937202,0.064899236,0.3393707,0.098238505
YWHAEP5,ENSG00000234645,0.12670437,0.087299645,0.087118566,0.0017358128,0.08538275,0.019883389,0.0020742228,0.019924717
RPN2,ENSG00000118705,1.7599736,0.02888441,0.015289892,0.0017357531,0.013554139,0.06009308,0.47065243,0.11352292
LINC02485,ENSG00000248456,0.096901156,0.05237083,0.052821096,0.0017356576,0.05108544,0.033141684,0.0,0.032859173
ZMYND12,ENSG00000066185,0.32708701,0.1710456,0.17162329,0.0017345867,0.1698887,0.010141077,0.0,0.010106943
PRDM2,ENSG00000116731,1.7147274,0.0270531,0.018919565,0.0017341652,0.0171854,0.06410228,0.30065075,0.09165989
ENSG00000274554,ENSG00000274554,0.062444977,0.037638113,0.03820133,0.0017340932,0.036467236,0.0460728,0.0,0.04539353
DDX19B,ENSG00000157349,1.4717716,0.055544328,0.046162993,0.0017338084,0.044429183,0.03121486,0.16889817,0.037558407
C9orf85,ENSG00000155621,1.5400542,0.048941612,0.041577123,0.0017336257,0.039843496,0.035422325,0.150475,0.041696623
GUCA1C,ENSG00000138472,0.077329,0.05687774,0.05654889,0.0017334304,0.05481546,0.03047643,0.0057816994,0.03065366
EPN1,ENSG00000063245,1.5778066,0.046947856,0.035267044,0.0017327887,0.033534255,0.036908794,0.24880394,0.04913337
TOLLIP-DT,ENSG00000255153,0.18220189,0.11953304,0.12041776,0.0017327607,0.118685,0.0144960815,0.0,0.014389577
ENSG00000285782,ENSG00000285782,0.058901194,0.037656013,0.03789884,0.0017327542,0.036166083,0.046015337,0.0,0.04572051
ZNF830,ENSG00000198783,1.269821,0.14290111,0.12239452,0.0017327412,0.12066177,0.012125457,0.14350197,0.014157017
CPNE3,ENSG00000085719,1.7055812,0.03863589,0.019513039,0.0017325082,0.017780531,0.044841938,0.49495047,0.088787206
CRCP,ENSG00000241258,1.5996336,0.032426506,0.026920203,0.001732326,0.025187878,0.053423148,0.16980872,0.064350404
ENSG00000268555,ENSG00000268555,0.0604459,0.049165044,0.049977917,0.0017322925,0.048245624,0.03523423,0.0,0.03466116
MEMO1,ENSG00000162959,1.8032671,0.03004561,0.016837055,0.0017321261,0.015104929,0.05764989,0.4396168,0.102875836
VTI1A,ENSG00000151532,1.8501008,0.028208844,0.013060453,0.0017320106,0.011328443,0.06139956,0.5370086,0.1326149
SEPTIN14P4,ENSG00000251155,0.0947985,0.058623437,0.057733905,0.0017318531,0.05600205,0.029541992,0.015173662,0.029997159
NGB,ENSG00000165553,0.1723912,0.13043821,0.12551074,0.0017317355,0.123779,0.01327629,0.037776288,0.0137975095
ENSG00000260296,ENSG00000260296,0.5098654,0.24573946,0.23561569,0.0017315274,0.23388416,0.007046192,0.04119719,0.0073489477
PCOLCE-AS1,ENSG00000224729,0.4924066,0.24171107,0.2353391,0.0017313552,0.23360775,0.0071629123,0.026361888,0.007356853
ENSG00000286493,ENSG00000286493,0.07663633,0.05909487,0.059836037,0.001731267,0.058104772,0.029296402,0.0,0.028933516
CCR10,ENSG00000184451,0.5289533,0.25211266,0.2529861,0.0017311982,0.25125492,0.0068667643,0.0,0.0068430565
SHOC2,ENSG00000108061,1.7913853,0.020849694,0.014106875,0.0017310999,0.012375776,0.083027594,0.3234013,0.12271321
ENSG00000272600,ENSG00000272600,0.11694025,0.06948846,0.06988368,0.0017309301,0.068152755,0.024909604,0.0,0.02476873
BMS1P10,ENSG00000237238,0.08142397,0.048952136,0.048889305,0.0017303582,0.04715895,0.03534796,0.0012835138,0.03539339
COQ5,ENSG00000110871,1.1784186,0.1745357,0.15993914,0.0017303412,0.1582088,0.009913967,0.08363083,0.010818748
RNY3P16,ENSG00000252147,0.0738071,0.039844926,0.040310342,0.0017301019,0.03858024,0.04342088,0.0,0.042919554
ENSG00000271976,ENSG00000271976,0.5844859,0.25177786,0.24009655,0.0017300114,0.23836654,0.006871182,0.046395276,0.007205482
PATL1,ENSG00000166889,1.711098,0.03950228,0.022521004,0.0017296543,0.02079135,0.043786187,0.42988092,0.07680183
ENSG00000233359,ENSG00000233359,0.31458956,0.16449803,0.16360652,0.0017296218,0.1618769,0.010514544,0.0054195584,0.010571838
STK36,ENSG00000163482,1.0693656,0.22573657,0.19183117,0.0017295869,0.19010158,0.00766197,0.15019898,0.0090161925
VXN,ENSG00000169085,0.20533337,0.122102484,0.11895056,0.0017292273,0.11722133,0.014162097,0.025813753,0.014537361
FBXO47,ENSG00000204952,0.15625837,0.09931577,0.09990365,0.0017292154,0.09817444,0.017411288,0.0,0.017308831
LCOR,ENSG00000196233,1.8715156,0.020457663,0.01125734,0.0017291137,0.009528226,0.08452157,0.449725,0.15359879
ITCH,ENSG00000078747,1.9128202,0.017159093,0.009070838,0.0017288735,0.007341964,0.10075553,0.47136846,0.1905969
ENSG00000225106,ENSG00000225106,0.074564345,0.04507794,0.045698777,0.001728644,0.043970134,0.038347892,0.0,0.03782692
IGF2R,ENSG00000197081,1.7974424,0.024614114,0.014601288,0.0017285412,0.012872747,0.07022561,0.40679204,0.11838279
ENSG00000266268,ENSG00000266268,0.19528288,0.12731518,0.1277677,0.0017282778,0.12603942,0.013574798,0.0,0.013526719
UCKL1,ENSG00000198276,1.2550502,0.15799832,0.12312072,0.0017281317,0.121392585,0.010937658,0.22074668,0.014036075
ARPP21,ENSG00000172995,0.27308637,0.15869592,0.16033132,0.0017280892,0.15860324,0.01088931,0.0,0.010778238
ENSG00000284534,ENSG00000284534,0.1519832,0.08497357,0.08588273,0.0017277144,0.084155016,0.020332374,0.0,0.020117134
OR2L3,ENSG00000198128,0.09785796,0.054775067,0.05516493,0.001727698,0.053437233,0.031541687,0.0,0.031318776
ENSG00000289033,ENSG00000289033,0.059586164,0.049238965,0.048778456,0.001727408,0.047051046,0.035082135,0.009352536,0.03541334
ORAI3,ENSG00000175938,1.1251768,0.23598796,0.20130837,0.0017272383,0.19958113,0.00731918,0.14695492,0.008580062
MRPL47,ENSG00000136522,1.393358,0.08521464,0.07258569,0.0017270416,0.07085864,0.02026696,0.14820166,0.023793142
ZNF252P-AS1,ENSG00000255559,0.09745132,0.07895471,0.07718924,0.0017267461,0.07546249,0.021870082,0.022360599,0.022370296
TRAPPC10,ENSG00000160218,1.6932063,0.03432245,0.023903657,0.0017267454,0.022176912,0.0503095,0.30355626,0.07223771
KMT2C,ENSG00000055609,1.996926,0.014821373,0.0080216685,0.0017265793,0.006295089,0.11649253,0.45877695,0.21523942
ENSG00000248145,ENSG00000248145,0.088143826,0.055959385,0.05664213,0.0017260185,0.05491611,0.03084413,0.0,0.030472344
ENSG00000274833,ENSG00000274833,0.06605482,0.03640036,0.037075415,0.0017257568,0.03534966,0.047410432,0.0,0.0465472
ENSG00000272024,ENSG00000272024,0.100123465,0.06649564,0.06664147,0.0017257174,0.064915754,0.02595234,0.0,0.025895547
SMIM15,ENSG00000188725,1.5526416,0.045463692,0.033365235,0.0017257084,0.031639528,0.037957944,0.2661125,0.05172175
SOCS7,ENSG00000274211,1.5779719,0.04403586,0.034110345,0.0017256937,0.032384653,0.039188374,0.22539619,0.050591506
WDR89,ENSG00000140006,1.3554103,0.10944886,0.096936025,0.0017253034,0.09521072,0.015763557,0.114325844,0.017798372
CPSF6,ENSG00000111605,1.728226,0.025012484,0.01765798,0.0017252658,0.015932715,0.068976186,0.29403332,0.09770459
ENSG00000235902,ENSG00000235902,0.0826157,0.05369218,0.054383386,0.0017251176,0.052658267,0.032129772,0.0,0.03172141
MACC1-AS1,ENSG00000228598,0.2085502,0.12365247,0.12315557,0.0017246837,0.12143089,0.01394783,0.004018533,0.014004106
RIC8A,ENSG00000177963,1.3667163,0.12148343,0.10182091,0.0017244274,0.10009648,0.014194754,0.16185352,0.016935887
ANKIB1,ENSG00000001629,1.9072125,0.01984128,0.009827122,0.0017238224,0.0081033,0.08688061,0.5047133,0.17541477
PRCP,ENSG00000137509,1.4822204,0.04683941,0.03994733,0.0017236455,0.038223684,0.036799043,0.14714271,0.04314795
ZNF407,ENSG00000215421,1.7457836,0.043037925,0.020156382,0.0017234375,0.018432945,0.04004462,0.53166,0.08550332
RHEB,ENSG00000106615,1.8397248,0.02931113,0.01607614,0.0017232966,0.014352843,0.05879325,0.45153463,0.10719592
VAPA,ENSG00000101558,1.8011192,0.02581588,0.014054569,0.0017225911,0.012331978,0.06672603,0.45558435,0.12256449
CDAN1,ENSG00000140326,1.1352596,0.18633218,0.17116107,0.0017223846,0.16943869,0.009243624,0.0814197,0.010062946
PIGL,ENSG00000108474,1.5357907,0.055944797,0.046714522,0.0017221707,0.04499235,0.030783394,0.16498898,0.036865853
XKR3,ENSG00000172967,0.080841064,0.05672791,0.056790445,0.0017220711,0.055068374,0.030356683,0.0,0.030323254
ENSG00000223761,ENSG00000223761,0.060747746,0.03851553,0.038849574,0.0017220513,0.03712752,0.04471057,0.0,0.04432613
LERFS,ENSG00000234665,0.29696545,0.14005277,0.13994049,0.0017213197,0.13821916,0.0122905085,0.00080169964,0.01230037
DAP3P2,ENSG00000228507,0.06982559,0.049658105,0.050307207,0.0017210033,0.048586205,0.03465705,0.0,0.034209877
MBD2,ENSG00000134046,1.6576906,0.026699297,0.021789186,0.001720925,0.02006826,0.064455815,0.18390414,0.07898069
TEX12,ENSG00000150783,0.2388283,0.15419365,0.14928332,0.0017207457,0.14756258,0.01115964,0.031845246,0.011526711
ZKSCAN5,ENSG00000196652,1.4417471,0.09147775,0.075980626,0.0017207261,0.0742599,0.018810324,0.16940868,0.022646906
TRIM27,ENSG00000204713,1.5450717,0.061280195,0.052876975,0.0017206289,0.051156346,0.028078059,0.13712782,0.03254023
LINC01638,ENSG00000233521,0.08235426,0.040379904,0.040830992,0.0017206159,0.039110377,0.042610697,0.0,0.042139947
CA5B,ENSG00000169239,1.6508496,0.03135232,0.026996473,0.0017202245,0.025276247,0.054867536,0.13893218,0.063720345
EIF5B,ENSG00000158417,1.8886688,0.0373213,0.011416602,0.0017201009,0.009696501,0.046088986,0.69409955,0.15066662
SCML2P2,ENSG00000271105,0.05083781,0.03408677,0.03373243,0.0017188583,0.032013573,0.05042596,0.010395299,0.05095566
C4orf3,ENSG00000164096,1.6301252,0.08173172,0.029393906,0.00171883,0.027675075,0.021030145,0.64036113,0.058475725
YWHAZ,ENSG00000164924,1.9888641,0.01617328,0.007865379,0.0017185011,0.0061468775,0.10625557,0.5136807,0.2184893
NRIP3-DT,ENSG00000253973,0.29817513,0.16467698,0.16048367,0.0017183032,0.15876538,0.010434386,0.025463827,0.010707028
LINC02726,ENSG00000255193,0.19101419,0.11281701,0.11364791,0.0017182939,0.11192961,0.015230805,0.0,0.01511945
CSAG1,ENSG00000198930,0.5207012,0.15934153,0.15555051,0.0017180237,0.15383248,0.010782021,0.023791784,0.011044797
ENSG00000225779,ENSG00000225779,0.19316049,0.08732823,0.08440681,0.0017180013,0.08268881,0.019672919,0.033453383,0.020353824
ATP2C2-AS1,ENSG00000261286,0.9002678,0.27353495,0.24433962,0.0017178151,0.2426218,0.0062800567,0.106733486,0.00703044
MRPS35,ENSG00000061794,1.6487516,0.03727305,0.025691474,0.0017177819,0.023973692,0.046086434,0.3107225,0.06686194
PITRM1,ENSG00000107959,1.597385,0.052181445,0.040479966,0.001717579,0.038762387,0.03291551,0.22424598,0.042430345
LINC02607,ENSG00000228971,0.28533122,0.16511737,0.16217937,0.0017173791,0.16046199,0.010400959,0.017793419,0.010589381
RTCB,ENSG00000100220,1.5827407,0.04519731,0.03287747,0.0017172402,0.031160232,0.0379943,0.27257904,0.052231517
LINC02902,ENSG00000221845,0.06363425,0.032911517,0.033310633,0.0017171698,0.031593464,0.052175347,0.0,0.0515502
ENSG00000291232,ENSG00000291232,0.4938531,0.24807282,0.24895614,0.0017168242,0.24723932,0.0069206464,0.0,0.006896091
BABAM1,ENSG00000105393,1.3248907,0.10174682,0.08930009,0.0017165066,0.08758358,0.01687037,0.12233042,0.019221779
SLC25A6,ENSG00000169100,1.6781021,0.06407446,0.02887349,0.001716332,0.027157158,0.026786525,0.549376,0.05944318
TMEM268,ENSG00000157693,1.2121427,0.1599575,0.1471275,0.0017161936,0.1454113,0.0107290605,0.08020883,0.01166467
SEC61B,ENSG00000106803,1.6093565,0.05969062,0.0326512,0.0017160724,0.03093513,0.02874945,0.45299277,0.052557714
ENSG00000270184,ENSG00000270184,0.07991917,0.05923263,0.05993166,0.0017153563,0.058216304,0.02895965,0.0,0.028621873
CHM,ENSG00000188419,1.6704049,0.03629086,0.024640467,0.0017151723,0.022925295,0.047261823,0.32102832,0.06960794
MAGOH,ENSG00000162385,1.4432315,0.07197495,0.05798231,0.0017148987,0.05626741,0.023826329,0.19440983,0.02957624
RNF14,ENSG00000013561,1.4907099,0.05939524,0.04460753,0.0017148651,0.042892665,0.028872097,0.24897125,0.038443398
HTR5BP,ENSG00000125631,0.29449248,0.17848858,0.17697917,0.0017146772,0.1752645,0.009606649,0.008456637,0.009688582
ENSG00000259760,ENSG00000259760,0.12000816,0.07723613,0.07839507,0.001712858,0.07668221,0.0221769,0.0,0.021849053
KANSL1,ENSG00000120071,1.9376872,0.022619786,0.009732033,0.001712735,0.008019298,0.07571845,0.56975573,0.17598943
ENSG00000287742,ENSG00000287742,0.0689135,0.044693615,0.045285594,0.0017126073,0.043572985,0.038318835,0.0,0.03781793
RNPS1,ENSG00000205937,1.631515,0.041290168,0.025220275,0.0017125966,0.023507679,0.041477107,0.3891942,0.06790555
LINC02663,ENSG00000228636,0.25548637,0.14421922,0.14450124,0.0017119944,0.14278924,0.011870778,0.0,0.011847611
CAAP1,ENSG00000120159,1.5651104,0.0673134,0.062270552,0.001711904,0.060558647,0.025431843,0.074916,0.027491389
TUBA4B,ENSG00000243910,0.13716331,0.08552475,0.084623955,0.0017117619,0.08291219,0.020014813,0.010532594,0.020227864
ENSG00000289307,ENSG00000289307,0.060697533,0.033433363,0.032621495,0.001711561,0.030909935,0.051193204,0.024283152,0.052467275
ENSG00000229502,ENSG00000229502,0.12519225,0.08434638,0.08557609,0.0017114434,0.083864644,0.020290658,0.0,0.019999085
AKAP10,ENSG00000108599,1.7835227,0.02995622,0.016117552,0.0017114333,0.014406119,0.05713115,0.4619631,0.10618444
EEF1A1P9,ENSG00000249264,0.24709062,0.12065262,0.113116786,0.0017112237,0.11140556,0.014183063,0.062458962,0.015127938
ENSG00000286356,ENSG00000286356,0.05174812,0.031010196,0.031347964,0.0017110361,0.029636927,0.055176564,0.0,0.05458205
SNHG27,ENSG00000251676,0.20725673,0.085487016,0.08592773,0.0017109643,0.084216766,0.020014318,0.0,0.019911665
ENSG00000260836,ENSG00000260836,0.195688,0.1206143,0.12202028,0.0017100114,0.12031027,0.014177518,0.0,0.0140141575
ENSG00000228037,ENSG00000228037,0.18310961,0.09675755,0.09633984,0.0017098314,0.09463,0.017671296,0.004317149,0.017747916
PRDM10,ENSG00000170325,1.5166439,0.081778735,0.06184411,0.0017085762,0.060135536,0.02089267,0.24376294,0.027627146
NUP133,ENSG00000069248,1.5711432,0.04004478,0.03390902,0.001708308,0.032200713,0.042659942,0.1532225,0.050379165
CCDC117,ENSG00000159873,1.3782446,0.10083449,0.078970544,0.001708256,0.07726229,0.016941188,0.21683003,0.02163156
AFG3L2,ENSG00000141385,1.6179132,0.033632588,0.025077535,0.00170825,0.023369284,0.050791513,0.25436798,0.068118736
HERPUD2,ENSG00000122557,1.6290834,0.04041918,0.028835643,0.0017076787,0.027127964,0.042249218,0.28658515,0.059221104
QSER1,ENSG00000060749,1.7668258,0.025270134,0.016055677,0.0017075455,0.014348132,0.067571685,0.36463824,0.10635151
NAA11,ENSG00000156269,0.4946987,0.22593117,0.22284923,0.0017075235,0.22114171,0.0075577153,0.013641025,0.007662236
H3-3B,ENSG00000132475,1.9302561,0.056849122,0.013002364,0.0017072171,0.011295147,0.030030668,0.7712829,0.13130051
ZNF154,ENSG00000179909,0.36270657,0.2222571,0.22522101,0.0017070272,0.22351398,0.007680417,0.0,0.0075793425
RIPPLY2,ENSG00000203877,0.072298445,0.043498475,0.043984786,0.0017069333,0.042277854,0.03924122,0.0,0.038807355
NPTN,ENSG00000156642,1.7900109,0.024905255,0.0152738085,0.0017069059,0.013566903,0.068535976,0.38672346,0.111753784
ENSG00000247372,ENSG00000247372,0.308384,0.15985337,0.15731107,0.0017064116,0.15560466,0.010674856,0.015903963,0.010847372
PRRC2B,ENSG00000288701,1.8864837,0.01637048,0.008902241,0.0017061009,0.0071961395,0.104218125,0.45620164,0.19164848
ENSG00000289515,ENSG00000289515,0.24710174,0.14804606,0.1451554,0.0017052651,0.14345014,0.0115184765,0.019525418,0.0117478585
ENSG00000260274,ENSG00000260274,0.28763124,0.15472256,0.15619534,0.0017052344,0.15449011,0.01102124,0.0,0.010917319
KDM4C,ENSG00000107077,1.8936738,0.023469584,0.01208647,0.001704708,0.010381762,0.07263478,0.4850156,0.14104266
CCDC96,ENSG00000173013,0.2047246,0.13397154,0.1255321,0.0017045786,0.123827524,0.012723438,0.06299425,0.013578827
ENSG00000222012,ENSG00000222012,0.07549611,0.03820877,0.03884336,0.0017045442,0.037138816,0.04461133,0.0,0.04388251
SELENOT,ENSG00000198843,1.5598661,0.047971964,0.0364627,0.0017038714,0.03475883,0.035518065,0.23991643,0.04672916
MFSD5,ENSG00000182544,0.8390985,0.26484224,0.24998242,0.0017034725,0.24827895,0.006432027,0.056108214,0.006814369
