gene_symbol,ensembl_id,ctrl_mean_expr,var_total,var_residual,var_interaction,noise,interaction_fraction,additive_fraction,reproducibility
LINC02201,ENSG00000251538,0.2672608,0.1968745,0.18831034,0.0074147834,0.18089555,0.037662487,0.043500602,0.03937534
NUDT16,ENSG00000198585,1.1749325,0.18921387,0.14224198,0.0074145393,0.13482745,0.039186023,0.2482476,0.052126236
IGFL2-AS1,ENSG00000268621,0.9984809,0.3325534,0.30466744,0.007413285,0.29725415,0.022292014,0.083854035,0.024332384
DRICH1,ENSG00000189269,0.49194476,0.23486745,0.22341584,0.0074116965,0.21600413,0.031556934,0.048757784,0.033174444
CCNE1,ENSG00000105173,0.97713655,0.22860186,0.21523833,0.0074110827,0.20782726,0.03241917,0.05845764,0.034431983
ZNF853,ENSG00000236609,0.41386676,0.18798836,0.18244489,0.0074110082,0.17503388,0.0394227,0.029488372,0.040620532
RAC3,ENSG00000169750,0.92410433,0.23083891,0.19655761,0.0074091326,0.18914849,0.03209655,0.14850745,0.037694458
ENSG00000282849,ENSG00000282849,0.43601257,0.20930022,0.20568521,0.0074085714,0.19827664,0.035396863,0.017271873,0.03601898
MPDZ,ENSG00000107186,1.3462392,0.10903918,0.102055386,0.0074084653,0.09464692,0.06794315,0.064048484,0.072592594
ELP6,ENSG00000163832,1.2472482,0.15576117,0.13920295,0.0074079647,0.13179499,0.047559764,0.10630515,0.05321701
NBPF2P,ENSG00000227001,0.28811732,0.13221303,0.12660643,0.0074074995,0.11919893,0.056027003,0.042405743,0.05850808
SEMA6C,ENSG00000143434,0.73387015,0.26522404,0.24649525,0.0074046976,0.23909055,0.027918652,0.070614986,0.03003992
ENSG00000287421,ENSG00000287421,0.23346531,0.12485372,0.1230735,0.0074035022,0.11567,0.05929741,0.014258441,0.060155127
SMC1B,ENSG00000077935,0.57157546,0.22705285,0.22345182,0.0074033136,0.21604851,0.032606125,0.015859874,0.03313159
GCOM1,ENSG00000137878,1.3354814,0.11858715,0.10576431,0.0074031292,0.09836118,0.06242775,0.10813013,0.06999648
ENSG00000244468,ENSG00000244468,0.6188016,0.29536718,0.28422362,0.007402596,0.27682102,0.02506235,0.037727837,0.026044972
SYNGAP1-AS1,ENSG00000274259,0.62216115,0.27257803,0.26098162,0.0074022333,0.25357938,0.027156383,0.042543456,0.028363045
TMEM151B,ENSG00000178233,0.2949232,0.19185701,0.19254163,0.007402044,0.18513958,0.038581043,0.0,0.038443863
KDELR3,ENSG00000100196,1.3751128,0.16231476,0.11817733,0.007401821,0.11077551,0.04560165,0.2719249,0.06263317
MMAB,ENSG00000139428,1.1927359,0.16893359,0.15694053,0.0074006096,0.14953992,0.043807805,0.07099269,0.0471555
CD27-AS1,ENSG00000215039,1.12604,0.18765408,0.16322157,0.0074005835,0.15582098,0.039437372,0.13019973,0.04534072
SIM1,ENSG00000112246,0.31086338,0.15062502,0.15125725,0.0074003907,0.14385685,0.04913122,0.0,0.048925858
FNIP2,ENSG00000052795,1.6122798,0.054821406,0.0467643,0.0073997006,0.0393646,0.13497831,0.14697008,0.15823397
FGF10,ENSG00000070193,0.22502442,0.15010728,0.15181068,0.0073993444,0.14441133,0.049293708,0.0,0.048740607
LRRTM1,ENSG00000162951,0.06622624,0.0461181,0.046996422,0.0073989094,0.03959751,0.16043396,0.0,0.1574356
PHKG2,ENSG00000156873,1.3096132,0.14558497,0.12068779,0.007398583,0.11328921,0.05081969,0.17101477,0.061303493
CNTN4,ENSG00000144619,0.7986454,0.2742233,0.2684985,0.007397706,0.2611008,0.026976943,0.020876372,0.027552132
HOXA6,ENSG00000106006,0.55842686,0.22865091,0.20185302,0.0073971907,0.19445583,0.03235146,0.11720002,0.036646422
POLA1,ENSG00000101868,1.7110773,0.047022503,0.0333006,0.007395431,0.02590517,0.15727429,0.29181564,0.222081
SANBR,ENSG00000162929,1.4281706,0.10557137,0.08701926,0.0073930947,0.079626165,0.070029356,0.17573051,0.08495929
TBC1D9,ENSG00000109436,1.4031049,0.10867842,0.10133743,0.0073928353,0.093944594,0.06802487,0.06754781,0.07295266
B3GALT9,ENSG00000214654,0.664695,0.26486287,0.25311914,0.0073928004,0.24572635,0.027911805,0.044338886,0.029206801
TRIM58,ENSG00000162722,0.48694432,0.15892918,0.15760642,0.0073924256,0.150214,0.04651396,0.00832296,0.04690434
ENSG00000287400,ENSG00000287400,0.649841,0.2645535,0.24985282,0.0073923194,0.2424605,0.027942628,0.055567842,0.029586695
ENSG00000264334,ENSG00000264334,0.124751106,0.05206603,0.05246562,0.0073919822,0.04507364,0.14197323,0.0,0.14089192
HERPUD1,ENSG00000051108,1.7067378,0.08461728,0.04671347,0.007390902,0.03932257,0.08734506,0.44794407,0.15821779
H4C16,ENSG00000197837,0.59057915,0.2695267,0.2336374,0.0073907236,0.22624668,0.027421119,0.13315669,0.031633306
SHPK,ENSG00000197417,1.4008083,0.1161214,0.09829155,0.0073905354,0.09090102,0.06364491,0.15354486,0.07518993
SP5,ENSG00000204335,0.33644786,0.1489971,0.14700337,0.0073891478,0.13961422,0.049592562,0.013381003,0.05026516
AKAP5,ENSG00000179841,0.5756208,0.2624458,0.25594458,0.007387756,0.24855682,0.028149644,0.024771696,0.02886467
MOGAT3,ENSG00000106384,0.4823032,0.19699417,0.18806392,0.007385973,0.18067795,0.03749336,0.045332566,0.039273735
GRIN3A,ENSG00000198785,0.29085684,0.17102633,0.17274079,0.0073841824,0.1653566,0.043175705,0.0,0.042747185
ENSG00000286069,ENSG00000286069,0.32633066,0.17670466,0.17493473,0.0073836013,0.16755113,0.041784983,0.010016318,0.04220775
ENSG00000234185,ENSG00000234185,0.9444394,0.24719983,0.22670613,0.007383323,0.21932282,0.029867832,0.08290338,0.032567814
OXR1-AS1,ENSG00000253582,0.88818884,0.26429975,0.2527711,0.0073822546,0.24538885,0.027931372,0.04361957,0.029205294
RAD51D,ENSG00000185379,1.2326626,0.17626478,0.16094583,0.007380006,0.15356582,0.04186886,0.08690871,0.045853972
SMIM5,ENSG00000204323,0.28668353,0.1233152,0.122559175,0.007379621,0.11517955,0.059843563,0.0061308364,0.060212716
HDAC11,ENSG00000163517,1.109672,0.21775563,0.19873135,0.0073788427,0.1913525,0.03388589,0.087365285,0.037129737
PNMA2,ENSG00000240694,1.1289531,0.23902975,0.21978147,0.007377969,0.2124035,0.030866321,0.0805267,0.033569567
ABCD2,ENSG00000173208,0.18320565,0.12760337,0.12490135,0.007376516,0.11752483,0.05780816,0.021175148,0.059058737
OSGEPL1-AS1,ENSG00000253559,0.34609842,0.20044445,0.20052423,0.0073750596,0.19314916,0.036793534,0.0,0.036778897
PUS7,ENSG00000091127,1.651717,0.045995716,0.036622565,0.0073747537,0.029247811,0.16033566,0.20378312,0.20137185
CRMA,ENSG00000174403,0.15717195,0.09088351,0.08872805,0.007374366,0.08135368,0.08114086,0.023716738,0.083112
AARS1,ENSG00000090861,1.6624209,0.07082091,0.041211292,0.007374185,0.033837106,0.104124404,0.41809148,0.17893603
CCDC126,ENSG00000169193,1.3950484,0.09724464,0.0742384,0.0073734974,0.0668649,0.0758242,0.23658112,0.09932188
ZNF620,ENSG00000177842,1.1042812,0.18706016,0.17012493,0.007372775,0.16275215,0.039413925,0.0905336,0.043337416
ENSG00000286863,ENSG00000286863,1.0449005,0.2599007,0.24742703,0.007372708,0.24005432,0.028367404,0.04799394,0.029797504
LANCL3,ENSG00000147036,0.6066658,0.20883003,0.20568152,0.007372649,0.19830887,0.035304543,0.015076907,0.035844974
ENSG00000225889,ENSG00000225889,0.51932424,0.2399158,0.23469135,0.0073722857,0.22731906,0.030728638,0.021776186,0.031412687
FBLN5,ENSG00000140092,0.47957668,0.21838155,0.20884106,0.007371465,0.20146959,0.033754982,0.04368729,0.03529701
ENSG00000279568,ENSG00000279568,0.41126743,0.16861795,0.16540948,0.0073706512,0.15803882,0.04371214,0.019028066,0.04456003
EEF2KMT,ENSG00000118894,0.4493311,0.22230545,0.22008824,0.007369963,0.21271828,0.033152416,0.00997368,0.0334864
EEF1A2,ENSG00000101210,1.2218019,0.17865779,0.14260474,0.0073691746,0.13523556,0.04124743,0.20179947,0.051675525
ANKRD36BP2-1,ENSG00000291127,0.4113927,0.18769114,0.18800527,0.0073690023,0.18063627,0.039261322,0.0,0.039195724
PITX2,ENSG00000164093,0.598623,0.23305345,0.22989984,0.007368897,0.22253095,0.031618915,0.013531691,0.03205264
ACTB,ENSG00000075624,2.0067706,0.07396775,0.023999024,0.0073688314,0.016630193,0.09962222,0.6755475,0.30704713
CERS6,ENSG00000172292,1.7931443,0.033727054,0.028473267,0.0073685003,0.021104768,0.21847448,0.15577365,0.25878662
GRIA2,ENSG00000120251,0.34719786,0.17840956,0.17722858,0.0073674605,0.16986112,0.04129521,0.0066194693,0.041570384
ENSG00000275741,ENSG00000275741,0.5070621,0.20607969,0.1996241,0.0073670438,0.19225706,0.03574852,0.031325676,0.03690458
ZNF440,ENSG00000171295,1.269734,0.12722565,0.11565796,0.0073662605,0.1082917,0.057899177,0.09092262,0.063690044
TAGAP-AS1,ENSG00000271913,1.1646043,0.18538871,0.1635343,0.0073660854,0.15616821,0.039733194,0.117884286,0.045043062
NANP,ENSG00000170191,1.1339746,0.17921913,0.16914912,0.007365812,0.16178331,0.041099474,0.05618826,0.043546263
CLIP2,ENSG00000106665,1.7814511,0.04037545,0.027287534,0.0073654917,0.019922042,0.182425,0.3241553,0.26992148
ZSWIM5,ENSG00000162415,1.6438133,0.07281967,0.051800083,0.007364992,0.04443509,0.10114014,0.28865263,0.14218108
ATOSA,ENSG00000047346,1.7086908,0.060505237,0.034889363,0.0073646014,0.027524762,0.121718414,0.42336625,0.21108444
TRAPPC2L,ENSG00000167515,1.0842102,0.20710193,0.18773338,0.007363301,0.18037008,0.035553996,0.093521796,0.039222118
MRPL10,ENSG00000159111,1.2354194,0.15855524,0.13735226,0.0073576975,0.12999456,0.04640463,0.13372615,0.053568084
POU2AF3,ENSG00000214290,0.34677428,0.13917206,0.13790087,0.0073574823,0.1305434,0.052866086,0.009133933,0.053353414
LINC02057,ENSG00000249279,0.8632449,0.27019402,0.25070986,0.007357357,0.2433525,0.027229903,0.07211174,0.029346101
ERMAP,ENSG00000164010,1.0404918,0.25801262,0.22873975,0.0073572975,0.22138245,0.028515263,0.113455184,0.032164488
LINC01978,ENSG00000262188,0.1748673,0.071223706,0.07152076,0.007355623,0.06416514,0.10327493,0.0,0.10284598
ABCA8,ENSG00000141338,0.25062045,0.14436808,0.14505415,0.0073552406,0.1376989,0.05094783,0.0,0.050706863
CHPT1,ENSG00000111666,1.4134818,0.087040715,0.076552615,0.0073520415,0.069200575,0.084466696,0.12049649,0.096039064
ENSG00000287965,ENSG00000287965,0.6221131,0.26611206,0.25778362,0.0073501947,0.25043342,0.027620675,0.031296734,0.02851304
ENSG00000285919,ENSG00000285919,0.2125869,0.19569412,0.168547,0.0073481905,0.16119881,0.03754937,0.13872218,0.043597277
CFAP210,ENSG00000154479,0.90545386,0.33366892,0.26774248,0.0073478855,0.2603946,0.022021485,0.19758038,0.027443854
ENSG00000287527,ENSG00000287527,0.1926765,0.086043194,0.08397534,0.0073471274,0.07662821,0.085388824,0.024032772,0.08749149
EFL1,ENSG00000140598,1.6607119,0.052937467,0.03681479,0.0073466897,0.0294681,0.13878053,0.30456078,0.19955811
SERHL2,ENSG00000183569,0.60024154,0.25898787,0.25879645,0.0073453994,0.25145105,0.028361943,0.0007391092,0.028382922
LPAR2,ENSG00000064547,0.8014581,0.26270315,0.25469482,0.007345074,0.24734974,0.027959596,0.030484335,0.028838726
FLG,ENSG00000143631,0.22989453,0.1486476,0.14678964,0.0073448475,0.1394448,0.04941114,0.012499133,0.050036553
MACROH2A2,ENSG00000099284,1.0984771,0.16588129,0.1599671,0.007344477,0.15262261,0.0442755,0.035653185,0.045912422
PPP1R12A-AS1,ENSG00000257557,0.6699645,0.26929423,0.26118156,0.007343565,0.253838,0.02726967,0.03012567,0.028116705
UAP1,ENSG00000117143,1.736174,0.048421126,0.032127578,0.007343364,0.024784215,0.1516562,0.33649668,0.22856887
RUNDC1,ENSG00000198863,1.4368993,0.08541091,0.07527221,0.0073411334,0.06793108,0.08595077,0.11870495,0.0975278
LSP1,ENSG00000130592,0.1547651,0.10093989,0.1009843,0.0073405677,0.09364373,0.07272217,0.0,0.07269019
BIRC7,ENSG00000101197,0.20212701,0.09266177,0.09017721,0.007340496,0.08283671,0.07921817,0.026813217,0.08140079
FAM241B,ENSG00000171224,0.7419692,0.26781204,0.24909583,0.0073401784,0.24175565,0.027407948,0.06988564,0.029467288
ENSG00000248165,ENSG00000248165,0.19656113,0.09997738,0.10054382,0.0073399805,0.09320384,0.07341641,0.0,0.0730028
ENSG00000270249,ENSG00000270249,0.18393655,0.118385404,0.11462759,0.0073394557,0.10728814,0.06199629,0.03174219,0.0640287
GRK6,ENSG00000198055,1.3122033,0.12944436,0.1110019,0.007338983,0.103662916,0.056696042,0.14247403,0.066115834
EHD4,ENSG00000103966,1.6592128,0.047907475,0.03752847,0.0073378496,0.03019062,0.15316711,0.21664688,0.19552754
PDP2,ENSG00000172840,1.2931169,0.10318449,0.092709124,0.0073371152,0.08537201,0.07110676,0.101520754,0.079141244
ENSG00000269807,ENSG00000269807,0.7727492,0.2691987,0.25590676,0.0073358673,0.24857089,0.027250754,0.04937589,0.028666172
SH3BP5,ENSG00000131370,1.4658287,0.07837399,0.06519101,0.0073357,0.057855308,0.09359866,0.1682061,0.11252625
NCAPD3,ENSG00000151503,1.5472163,0.07196099,0.056339443,0.0073356256,0.049003817,0.10193892,0.21708359,0.13020408
ELL3,ENSG00000128886,0.54788464,0.22685862,0.21862727,0.007335066,0.2112922,0.032333203,0.03628402,0.033550553
SH3GLB2,ENSG00000148341,1.1429275,0.20623623,0.16927354,0.0073322426,0.1619413,0.03555264,0.179225,0.04331594
ENSG00000216775,ENSG00000216775,0.5003279,0.2756904,0.24823283,0.0073318146,0.24090101,0.026594376,0.0995957,0.02953604
TPH2,ENSG00000139287,0.5454576,0.27654737,0.23870996,0.0073300363,0.23137993,0.026505535,0.13682073,0.030706873
ENSG00000241754,ENSG00000241754,0.10918911,0.07284752,0.07360371,0.0073297527,0.06627396,0.10061774,0.0,0.099584006
NCK1-DT,ENSG00000239213,1.2062577,0.1825692,0.166415,0.0073295143,0.1590855,0.040146496,0.08848261,0.04404359
ARL4A,ENSG00000122644,1.3071645,0.13476057,0.11067803,0.007329413,0.10334862,0.054388408,0.17870614,0.06622284
JUNB,ENSG00000171223,1.6695659,0.12085998,0.051462267,0.007329084,0.044133183,0.060641114,0.5741993,0.14241666
NAT14,ENSG00000090971,0.9368878,0.25411084,0.21514957,0.007328991,0.20782058,0.028841708,0.15332395,0.034064632
LINC02509,ENSG00000250263,0.29129606,0.14971688,0.15078437,0.0073282495,0.14345613,0.048947383,0.0,0.048600856
WWOX,ENSG00000186153,1.7864779,0.072649814,0.036428742,0.007328211,0.029100532,0.10087033,0.49857074,0.20116563
DIO3,ENSG00000197406,0.17970662,0.09327786,0.090524316,0.007326949,0.08319737,0.07854971,0.02951977,0.08093902
PLA2G15,ENSG00000103066,1.1028603,0.18572365,0.16751875,0.007325778,0.16019297,0.039444506,0.09802143,0.04373109
CPEB4,ENSG00000113742,1.7354969,0.049160764,0.031935714,0.0073254793,0.024610234,0.14901069,0.35038206,0.22938204
OLMALINC,ENSG00000235823,1.4119487,0.1067638,0.095102675,0.0073246844,0.08777799,0.06860644,0.109223604,0.0770187
JHY,ENSG00000109944,0.9428758,0.23333956,0.22925813,0.0073243766,0.22193375,0.03138935,0.017491367,0.031948164
PRKG1-AS1,ENSG00000236671,0.73176664,0.25770104,0.24611445,0.00732399,0.23879045,0.028420491,0.04496137,0.029758472
C9orf153,ENSG00000187753,1.3211602,0.14900914,0.1253741,0.007323872,0.118050225,0.04915049,0.15861474,0.05841615
DEPDC1-AS1,ENSG00000234264,0.3696471,0.1831491,0.18005781,0.0073219747,0.17273584,0.039978217,0.016878547,0.040664576
FGGY,ENSG00000172456,1.6355278,0.08025451,0.0474809,0.0073214355,0.040159464,0.09122772,0.40837094,0.15419748
VWA3B,ENSG00000168658,0.33049908,0.19997895,0.19683245,0.0073212557,0.1895112,0.036610134,0.015734153,0.03719537
ATP1A3,ENSG00000105409,0.62933975,0.2652675,0.22806683,0.0073211966,0.22074564,0.027599297,0.14023829,0.032101102
NANOS3,ENSG00000187556,0.65030676,0.2596622,0.2372778,0.007319355,0.22995844,0.028187986,0.08620586,0.030847196
GAL3ST1,ENSG00000128242,0.7511666,0.26065573,0.24472876,0.0073188785,0.23740987,0.028078716,0.061103478,0.029906083
ENSG00000286563,ENSG00000286563,0.94295037,0.29041487,0.2589085,0.0073187663,0.25158975,0.025201073,0.10848742,0.028267771
RRN3P2,ENSG00000103472,0.3948031,0.20908296,0.21019915,0.0073156296,0.20288351,0.034989122,0.0,0.034803327
SLC35E4,ENSG00000100036,1.317442,0.13788332,0.12558976,0.0073151565,0.1182746,0.053053237,0.08915917,0.05824644
SFTPD,ENSG00000133661,0.27830786,0.1447903,0.14437468,0.007314146,0.13706054,0.05051544,0.002870518,0.050660864
HMSD,ENSG00000221887,0.44124848,0.16864517,0.16563661,0.0073132217,0.15832339,0.043364547,0.01783958,0.044152204
MPRIP,ENSG00000133030,1.7991709,0.04132667,0.026353436,0.0073125735,0.019040862,0.17694561,0.3623141,0.27748084
DNAAF10,ENSG00000243667,1.2476925,0.15853265,0.14586039,0.007310913,0.13854948,0.046116136,0.0799347,0.050122675
ENSG00000251391,ENSG00000251391,0.3017848,0.20443565,0.18247414,0.0073105455,0.1751636,0.035759643,0.10742506,0.040063463
ENSG00000291159,ENSG00000291159,0.8113801,0.26310986,0.25269336,0.007310493,0.24538286,0.027784944,0.039589956,0.028930293
ENSG00000287454,ENSG00000287454,0.42941085,0.20054197,0.19328149,0.0073104757,0.185971,0.036453594,0.036204323,0.037822947
ENSG00000253693,ENSG00000253693,0.83730227,0.37053698,0.34854588,0.0073102135,0.34123567,0.019728702,0.059349284,0.02097346
ENSG00000228782,ENSG00000228782,0.7755284,0.28478566,0.2487731,0.007309733,0.24146336,0.02566749,0.12645496,0.029383132
SULT1B1,ENSG00000173597,0.17897795,0.101270586,0.10166469,0.007309706,0.09435499,0.07217995,0.0,0.071900144
DNAJB9,ENSG00000128590,1.5643593,0.08314342,0.055604175,0.007309443,0.04829473,0.08791366,0.3312258,0.13145493
BTK,ENSG00000010671,0.20293045,0.14391759,0.13230653,0.007309373,0.12499716,0.0507886,0.08067853,0.055245746
ENSG00000284969,ENSG00000284969,0.53341454,0.27809176,0.23742397,0.007308814,0.23011516,0.026282024,0.14623873,0.03078381
ALG1L2,ENSG00000251287,0.39127076,0.18892986,0.18676765,0.007308095,0.17945956,0.038681526,0.0114444755,0.039129343
TM6SF1,ENSG00000136404,0.6004966,0.27230683,0.2673736,0.007307862,0.26006573,0.026836867,0.018116469,0.027332027
FANCE,ENSG00000112039,0.80910087,0.25786668,0.25034243,0.0073063895,0.24303603,0.02833398,0.029178845,0.029185582
BMAL2-AS1,ENSG00000245311,0.782203,0.2695562,0.25410482,0.007304625,0.2468002,0.02709871,0.057321522,0.028746502
ENSG00000270240,ENSG00000270240,0.68549395,0.26916316,0.25707066,0.0073045897,0.24976607,0.027138148,0.044926286,0.028414715
NDRG4,ENSG00000103034,0.7420142,0.2538324,0.2442282,0.0073036756,0.23692453,0.028773615,0.03783678,0.02990513
HSPA1B,ENSG00000204388,1.3064846,0.33305225,0.15759553,0.0073036747,0.15029186,0.021929516,0.5268144,0.04634443
OGFRL1,ENSG00000119900,1.3995498,0.10481106,0.09317608,0.0073032444,0.08587284,0.069680095,0.11100905,0.078381106
POTEKP,ENSG00000204434,0.334663,0.1370535,0.13691776,0.007301626,0.12961613,0.05327573,0.000990486,0.053328555
RASAL2,ENSG00000075391,1.8619182,0.039945867,0.025834683,0.0073013324,0.01853335,0.18278067,0.35325766,0.28261745
BTBD6,ENSG00000184887,0.6826977,0.24214098,0.2304641,0.0073010297,0.22316307,0.03015198,0.04822347,0.031679682
DSEL,ENSG00000171451,0.8573474,0.24510323,0.22638866,0.007300487,0.21908818,0.029785356,0.076353796,0.03224758
KLHL42,ENSG00000087448,1.4957936,0.07071229,0.05897414,0.0073002083,0.05167393,0.10323818,0.16599874,0.1237866
MAP3K13,ENSG00000073803,1.7417358,0.03837703,0.03077712,0.0072995946,0.023477525,0.19020738,0.19803284,0.23717602
ENSG00000278962,ENSG00000278962,0.17192416,0.07829989,0.07693352,0.0072994092,0.06963411,0.09322375,0.017450465,0.09487944
C1QBP,ENSG00000108561,1.5195856,0.1115861,0.064735025,0.007298635,0.05743639,0.0654081,0.4198648,0.112746306
TMEM163,ENSG00000152128,1.0293798,0.29630408,0.2849766,0.007298296,0.2776783,0.024631102,0.038229227,0.025610158
TIMP2,ENSG00000035862,1.7812296,0.041981887,0.02775136,0.007295835,0.020455524,0.1737853,0.33896825,0.26290008
TBL3,ENSG00000183751,1.1008978,0.20882113,0.18928741,0.0072945226,0.18199289,0.034931917,0.09354285,0.038536757
ERO1B,ENSG00000086619,1.5531552,0.08737861,0.057982925,0.0072943512,0.050688572,0.08347982,0.33641744,0.12580171
ELOVL1,ENSG00000066322,1.4059044,0.13752294,0.107785404,0.007294299,0.10049111,0.0530406,0.21623689,0.06767427
ENSG00000289397,ENSG00000289397,0.10286182,0.089536846,0.08359516,0.0072933887,0.07630177,0.08145684,0.066360265,0.087246545
ZNF675,ENSG00000197372,1.3376521,0.09589715,0.091029234,0.007293029,0.0837362,0.07605053,0.05076187,0.08011744
ENSG00000267879,ENSG00000267879,0.40515608,0.16323002,0.16251157,0.0072927456,0.15521882,0.044677723,0.0044014244,0.044875238
B3GAT1,ENSG00000109956,0.31216523,0.13721697,0.1359528,0.007291091,0.1286617,0.053135492,0.009212926,0.053629577
TOB1,ENSG00000141232,1.5986058,0.0794699,0.053286675,0.007289213,0.045997463,0.09172295,0.32947347,0.13679242
ITPRIPL2,ENSG00000205730,1.5117489,0.09646157,0.06395432,0.007288511,0.05666581,0.0755587,0.33699688,0.11396432
LINC02593,ENSG00000223764,0.19376685,0.14966029,0.14665097,0.007288344,0.13936263,0.048699252,0.020107668,0.049698576
ENSG00000236213,ENSG00000236213,0.93138844,0.2571371,0.24859914,0.007287937,0.2413112,0.028342614,0.033203878,0.02931602
HMGA2-AS1,ENSG00000197301,1.0868695,0.2272258,0.19912674,0.0072873556,0.19183938,0.032070987,0.1236614,0.03659657
CCDC88A,ENSG00000115355,1.8096092,0.037057962,0.025602126,0.0072862343,0.018315893,0.19661725,0.3091329,0.2845949
IGF2BP3,ENSG00000136231,1.8598521,0.032861322,0.025922338,0.007280123,0.018642215,0.22154078,0.21115963,0.28084362
ENTPD8,ENSG00000188833,0.17173825,0.08820867,0.08788744,0.0072799074,0.08060753,0.08253052,0.0036416412,0.082832165
CHAMP1,ENSG00000198824,1.3362722,0.13755482,0.114568464,0.0072792955,0.107289165,0.05291923,0.1671069,0.063536644
ENSG00000265542,ENSG00000265542,0.82440305,0.28577682,0.27291846,0.0072785197,0.26563993,0.025469244,0.044994414,0.02666921
DNAL1,ENSG00000119661,1.3748779,0.08738156,0.08075633,0.007277723,0.07347861,0.08328672,0.07581952,0.09011953
KNSTRN,ENSG00000128944,1.2719036,0.1464622,0.13295995,0.007277696,0.12568225,0.049689926,0.09218935,0.054736003
GORAB,ENSG00000120370,1.3664213,0.12276697,0.10605799,0.0072774296,0.09878056,0.0592784,0.13610326,0.068617456
SOX11,ENSG00000176887,0.6243267,0.22537525,0.21590964,0.00727628,0.20863336,0.032285176,0.04199931,0.033700578
PHF13,ENSG00000116273,1.294189,0.12508132,0.112456106,0.0072748,0.10518131,0.058160566,0.10093602,0.06469013
LATS2,ENSG00000150457,1.7119797,0.04934718,0.035837043,0.0072729606,0.028564082,0.14738351,0.2737773,0.20294534
ENSG00000289194,ENSG00000289194,0.888703,0.26870412,0.23377766,0.0072719203,0.22650574,0.027062928,0.12998112,0.031106139
ENSG00000198211,ENSG00000198211,1.4470356,0.11806168,0.0777751,0.007271397,0.070503704,0.061589815,0.3412333,0.09349261
LRRTM3,ENSG00000198739,0.35262424,0.19577901,0.1955786,0.0072698025,0.1883088,0.037132695,0.0010236322,0.037170745
MANEA,ENSG00000172469,1.2806156,0.13427304,0.11448808,0.007269191,0.10721889,0.054137386,0.1473487,0.063493
ENSG00000272316,ENSG00000272316,0.82033986,0.26673457,0.25143954,0.007268575,0.24417096,0.027250217,0.057341754,0.028907845
KCNJ3,ENSG00000162989,0.38924447,0.19818556,0.1977229,0.0072678244,0.19045508,0.036671814,0.00233451,0.036757626
TNFRSF10B,ENSG00000120889,1.8077558,0.044847876,0.02914784,0.007267605,0.021880234,0.16205016,0.35007313,0.24933597
ENSG00000273748,ENSG00000273748,1.1956326,0.18222944,0.16094622,0.0072667813,0.15367945,0.039877098,0.11679355,0.04515037
ENSG00000283849,ENSG00000283849,0.14368993,0.09014425,0.086006045,0.007266563,0.07873948,0.08061039,0.04590644,0.08448898
ENSG00000272243,ENSG00000272243,0.27146876,0.17628673,0.17553696,0.007265713,0.16827124,0.041215315,0.00425311,0.041391358
MRTO4,ENSG00000053372,1.3874772,0.12579198,0.100592695,0.007262897,0.093329795,0.05773736,0.20032506,0.07220104
MAP2K3,ENSG00000034152,1.5621356,0.0900121,0.05624123,0.00726231,0.048978917,0.08068148,0.37518147,0.12912787
HEYL,ENSG00000163909,0.4166071,0.17261297,0.17286201,0.007261678,0.16560033,0.042069133,0.0,0.042008527
ENSG00000287765,ENSG00000287765,0.5848203,0.2497393,0.2369529,0.0072615496,0.22969136,0.029076518,0.051199004,0.03064554
POLD1,ENSG00000062822,1.2167462,0.18959522,0.16548982,0.00725932,0.1582305,0.03828852,0.12714139,0.04386566
CBARP,ENSG00000099625,0.57580525,0.26543584,0.23899288,0.007259145,0.23173374,0.027348021,0.09962091,0.030373896
ENSG00000237768,ENSG00000237768,0.54900485,0.29358855,0.24433312,0.007258816,0.2370743,0.024724452,0.16777027,0.029708687
MRPL17,ENSG00000158042,1.3094997,0.15672351,0.10699108,0.0072571035,0.09973398,0.046305135,0.31732592,0.06782905
ENSG00000267745,ENSG00000267745,0.24989073,0.1312734,0.13060628,0.007256315,0.123349965,0.055276353,0.0050819507,0.0555587
SCRN1,ENSG00000136193,1.5819905,0.057190973,0.04380907,0.0072560585,0.036553014,0.1268742,0.23398626,0.16562913
METTL8,ENSG00000123600,1.5016494,0.07977437,0.06761139,0.00725491,0.06035648,0.09094287,0.15246731,0.107303075
ACSL4,ENSG00000068366,1.7490934,0.04014373,0.030828407,0.0072543835,0.023574024,0.18071026,0.23204923,0.2353149
ENSG00000287067,ENSG00000287067,0.21937385,0.110881545,0.110443085,0.0072539225,0.10318916,0.06542047,0.003954303,0.06568018
CPVL-AS2,ENSG00000272568,0.22392406,0.11026663,0.110398196,0.0072528343,0.10314536,0.065775424,0.0,0.06569704
ALMS1P1-1,ENSG00000290727,0.31535366,0.1602248,0.15311857,0.007252697,0.14586587,0.04526576,0.044351622,0.04736654
NCAPH2,ENSG00000025770,1.1465536,0.19126025,0.1697558,0.007252373,0.16250342,0.037918873,0.11243553,0.042722385
CEP170B,ENSG00000099814,1.3215164,0.22467999,0.13928549,0.007252252,0.13203324,0.03227814,0.38007167,0.052067537
FBXO5,ENSG00000112029,1.389618,0.12007931,0.09726775,0.0072521307,0.09001562,0.060394507,0.18997079,0.07455843
ENSG00000224884,ENSG00000224884,0.30043542,0.15832126,0.15554479,0.0072521027,0.14829269,0.045806248,0.01753696,0.04662389
