perturbation,n_contexts,n_pairs,shared,context_specific,index,estimable,pert_iname,key,moa-fine
BRD-K22096725,22,2532,0.07855933178216219,0.07115477782826067,0.47527102163861107,True,ALW-II-49-7,alwii497,
BRD-K16478699,13,3950,0.11299975928479591,0.10200593833863572,0.4744336520667114,True,PLX-4720,plx4720,RAF inhibitor
BRD-K70642949,19,2448,0.1908732140515031,0.1720629861126499,0.4740860405625762,True,GSK-2334470,gsk2334470,phosphoinositide dependent kinase inhibitor
BRD-K12787259,21,4806,0.1854742885746571,0.1664921889078073,0.4730342221756112,True,CX-5461,cx5461,RNA polymerase inhibitor
BRD-K25340465,22,2521,0.1029981006132929,0.09099126396291739,0.4690528481378201,True,OSI-930,osi930,KIT inhibitor|VEGFR inhibitor
BRD-K09132007,21,4848,0.08721641030200977,0.0769031151929155,0.46857992649566504,True,D-4476,d4476,TGF beta receptor inhibitor
BRD-K68191783,19,2418,0.16093962974427792,0.14107192786079284,0.46710771263021444,True,ALW-II-38-3,alwii383,
BRD-K53414658,24,4812,0.13076954034524632,0.11162405488786654,0.460507443608468,True,tivozanib,tivozanib,VEGFR inhibitor
BRD-K87904882,19,2089,0.27388920105721165,0.23163233566553393,0.45820468335965914,True,chelerythrine,chelerythrine,
BRD-K70511574,21,4848,0.37905166024707027,0.318357137573768,0.4564856918474847,True,HMN-214,hmn214,PLK inhibitor
BRD-K93123848,21,4776,0.39568590304787227,0.33081651869629447,0.4553550116214058,True,RAF-265,raf265,RAF inhibitor|VEGFR inhibitor
BRD-K43002773,22,2532,0.16007349928840994,0.13308423157534877,0.453968009587296,True,GDC-0068,gdc0068,AKT inhibitor
BRD-K99616396,22,2544,0.07686363691998241,0.0638743859872679,0.45385308581009864,True,motesanib,motesanib,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
BRD-K05870596,19,2371,0.19329853550615636,0.15998172618738657,0.4528464891315229,True,XMD-1499,xmd1499,
BRD-A29009894,19,2404,0.08433754298909865,0.06978598842951807,0.452792560533612,True,AZD-1480,azd1480,JAK inhibitor
BRD-K11153516,21,4622,0.13258197602472807,0.10951793689339054,0.4523666926325205,True,iniparib,iniparib,PARP inhibitor
BRD-K29415052,22,1408,1.7697602805360269,1.446298269391677,0.44971142376253986,True,BGT-226,bgt226,PI3K inhibitor
BRD-A25736793,22,2510,0.3466429334489544,0.2799652803692923,0.446794782122819,True,everolimus,everolimus,mTOR inhibitor
BRD-K21025364,22,2461,0.5288547857003357,0.4249126592948836,0.4455097115387634,True,NVP-TAE226,nvptae226,protein tyrosine kinase inhibitor
BRD-K59317601,24,4715,1.4319757635068708,1.1423806372028626,0.4437538784015747,True,MLN-0128,mln0128,mTOR inhibitor
BRD-A92800748,19,2460,0.13401376258311326,0.10306767946227721,0.4347353321840533,True,tie2-kinase-inhibitor,tie2kinaseinhibitor,TIE tyrosine kinase inhibitor
BRD-K54606188,19,2762,1.0394497335439101,0.797878040978451,0.4342600444201474,True,JQ1-(+),jq1,bromodomain inhibitor
BRD-K26756394,19,2472,0.11373046443156877,0.08504898304172427,0.42785601893350167,True,VE-821,ve821,ATR kinase inhibitor
BRD-K82484347,19,2412,0.19510428784758105,0.14351448227478292,0.4238231750204581,True,GSK-J2,gskj2,histone demethylase inhibitor
BRD-K24515980,19,2448,0.13312503261392525,0.09485877405650707,0.4160768058129345,True,QL-XI-92,qlxi92,
BRD-K68407802,19,2228,0.3576029380133679,0.2538921867472028,0.4151990366997834,True,KIN001-055,kin001055,
BRD-K97056771,19,2448,0.09847708956367161,0.06984118814088837,0.4149352589234358,True,GNF-2,gnf2,Bcr-Abl kinase inhibitor
BRD-K42436189,19,2460,0.3343490774030459,0.2365067958024045,0.4143021153034296,True,AZ-20,az20,ATR kinase inhibitor
BRD-K02708799,28,66490,0.5551436463599309,0.39104223023493073,0.41328267511476224,True,GSK-1059615,gsk1059615,PI3K inhibitor
BRD-K14109347,19,2472,0.2259990351279798,0.1564132351238086,0.4090173022450948,True,LY-2603618,ly2603618,CHK inhibitor
BRD-K64857848,22,2509,0.25292390915460156,0.17324835683480175,0.406521894221783,True,XMD-885,xmd885,
BRD-K44227013,19,1989,0.45941363491209936,0.31190957472903835,0.4043824570949394,True,ponatinib,ponatinib,Bcr-Abl kinase inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor
BRD-U86686840,19,2424,0.1309796209276562,0.08749714810457392,0.40048719363689494,True,AZD-7762,azd7762,CHK inhibitor
BRD-K42828737,22,2420,0.2797783522460705,0.18609941127702348,0.3994597421213867,True,sunitinib,sunitinib,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor
BRD-K36363294,19,2772,0.8180568102066235,0.5390665180215966,0.3972126237969617,True,I-BET-151,ibet151,bromodomain inhibitor
BRD-K76694128,22,2438,0.799236247949588,0.5230647751783305,0.3955716331074256,True,rebastinib,rebastinib,Bcr-Abl kinase inhibitor|TIE tyrosine kinase inhibitor|VEGFR inhibitor
BRD-K19540840,17,7929,0.1508895685215496,0.09822666532254032,0.3943005391772892,True,saracatinib,saracatinib,SRC inhibitor
BRD-K50387473,19,2460,0.23815139678603445,0.15501343619761154,0.3942708584113357,True,XMD-892,xmd892,MAP kinase inhibitor
BRD-K56277358,19,2448,0.13797605960142045,0.08969523990489048,0.39396814661921925,True,MGCD-265,mgcd265,VEGFR inhibitor
BRD-K03406345,19,2472,0.46332580050386096,0.30033180422306827,0.3932807090036925,True,azacitidine,azacitidine,DNA methyltransferase inhibitor
BRD-K16485616,19,2448,1.3385509074736042,0.863618086045023,0.39216703558482735,True,mocetinostat,mocetinostat,HDAC inhibitor
BRD-K40738845,24,4739,0.08989924143713254,0.05726838955528488,0.38913713001356626,True,BMS-777607,bms777607,AXL kinase inhibitor|c-Met inhibitor|FLT3 inhibitor|hepatocyte growth factor receptor inhibitor|macrophage migration inhibiting factor inhibitor|tyrosine kinase inhibitor
BRD-K79259477,19,2472,0.20557020936669745,0.13004932609111905,0.38749033459485477,True,NVP-BHG712,nvpbhg712,ephrin inhibitor
BRD-K53561341,19,2376,0.13304943170144476,0.0833734214641662,0.3852339078090207,True,aurora-a-inhibitor-i,auroraainhibitori,Aurora kinase inhibitor
BRD-K87142802,19,11917,0.05469020870866395,0.03418138747216914,0.384615433288921,True,veliparib,veliparib,PARP inhibitor
BRD-A79768653,30,12097,0.27516874572578465,0.1716222127978573,0.3841219467935494,True,sirolimus,sirolimus,mTOR inhibitor
BRD-K98143437,19,2484,0.10773184647162755,0.06697162599827963,0.38334456122396504,True,SB-239063,sb239063,p38 MAPK inhibitor
BRD-K99964838,24,4836,0.29723427682602155,0.1847456640513649,0.3833057112606339,True,bosutinib,bosutinib,Abl kinase inhibitor|Bcr-Abl kinase inhibitor|SRC inhibitor
BRD-K49468759,22,2532,0.12424137311056256,0.07658363130934956,0.38134509958340707,True,KIN001-266,kin001266,
BRD-K49055432,22,2350,0.16930604636824378,0.10348845329014907,0.3793641492762595,True,A-66,a66,PI3K inhibitor
BRD-K30632436,19,2460,0.10291969990513844,0.06263080245611846,0.3783184077535949,True,CTB,ctb,
BRD-K65182930,13,4000,0.8177387443455783,0.4937239743805876,0.3764681735369082,True,NVP-AUY922,nvpauy922,HSP inhibitor
BRD-K56301217,21,4712,0.12135614323219084,0.07288753006052134,0.37523760143623686,True,ABT-737,abt737,BCL inhibitor
BRD-K36740062,21,4794,0.527305057527366,0.31161799366253057,0.3714500313473845,True,GSK-1070916,gsk1070916,Aurora kinase inhibitor
BRD-A37704979,19,2413,0.08320072213303571,0.049110216723116516,0.3711727627940793,True,SB-203580,sb203580,p38 MAPK inhibitor
BRD-K53328210,19,2460,0.09192180960288261,0.05411936743907344,0.37057608364472117,True,JW55,jw55,tankyrase inhibitor
BRD-K31313613,22,2412,0.12111030361952696,0.0709989940548996,0.36957604298373803,True,BS-181,bs181,CDK inhibitor
BRD-K41895714,17,7727,0.17414230540561587,0.10145216801180969,0.36812119907116747,True,AS-605240,as605240,
BRD-K83452553,19,2425,0.11074926769229727,0.06443256228629046,0.36780391147966646,True,daminozide,daminozide,KDM2A inhibitor
BRD-A13021932,22,2556,0.17871469321350256,0.10379249630891757,0.36739771644176317,True,BMS-509744,bms509744,
BRD-K72703948,19,2424,0.14874387354078428,0.08611428503971681,0.36666507802069764,True,ZM-447439,zm447439,Aurora kinase inhibitor
BRD-K47983010,19,2430,0.15348348415949764,0.08869769242573591,0.36624519575128717,True,BX-795,bx795,IKK inhibitor
BRD-K86856088,19,2436,0.2342812925200449,0.13511668915280486,0.36577538550946487,True,UNC-0638,unc0638,histone lysine methyltransferase inhibitor
BRD-K53281329,19,2460,0.31979844315424977,0.180612941083583,0.3609289212288229,True,SYK-inhibitor,sykinhibitor,
BRD-K21718444,24,4571,0.17613869514858838,0.09890208422718866,0.3595906194407003,True,KW-2449,kw2449,Abl kinase inhibitor|Aurora kinase inhibitor|FLT3 inhibitor
BRD-K71035033,24,4650,0.10061981424313876,0.05625415002546292,0.35859455893613945,True,masitinib,masitinib,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|SRC inhibitor
BRD-K50168500,17,7721,0.21765573819478354,0.12134099191049497,0.3579414818332065,True,canertinib,canertinib,EGFR inhibitor
BRD-K76964878,19,2748,0.09926048219604518,0.0549361923071155,0.35627352200769696,True,EX-527,ex527,SIRT inhibitor
BRD-K55591206,19,2460,0.0880697271344382,0.0483967565893255,0.3546420723149174,True,epigallocatechin-gallate-(-),epigallocatechingallate,bacterial DNA gyrase inhibitor
BRD-K52751261,21,4664,0.07793693844252413,0.0428101754502929,0.35454408863382014,True,TAK-715,tak715,p38 MAPK inhibitor
BRD-K08109215,21,5269,0.6383656311226658,0.34999783907162524,0.35411855013502597,True,I-BET-762,ibet762,bromodomain inhibitor
BRD-K53417444,24,2476,6.281740252564593,3.440557830026818,0.3538831869583823,True,OTS-167,ots167,maternal embryonic leucine zipper kinase inhibitor
BRD-K20526256,22,2334,0.48080003877896915,0.2611980164820078,0.3520198127610169,True,HG-14-10-04,hg141004,
BRD-K56751279,17,6989,0.1353411879390478,0.07333729278517093,0.3514367774322193,True,Y-39983,y39983,rho associated kinase inhibitor
BRD-K07859598,19,2448,0.10363020173975733,0.05582352224241969,0.3500923079642804,True,GW-5074,gw5074,leucine rich repeat kinase inhibitor|RAF inhibitor
BRD-K42191735,15,6122,0.4770026690674575,0.2569326570732968,0.3500753375972834,True,buparlisib,buparlisib,PI3K inhibitor
BRD-A19500257,15,19129,0.48742243718910727,0.2622127611897482,0.3497871521465424,True,geldanamycin,geldanamycin,HSP inhibitor
BRD-K60866521,24,4856,0.21861404417460906,0.11666798333220556,0.34796969047150694,True,idelalisib,idelalisib,PI3K inhibitor
